GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,H003001,H003001.2000,H003002,H003002.2000,H003003,H003003.2000
08,040,08,,,,,,Colorado,5029196,2212898,4301261,1808037,2212898,1808037,1972868,1658238,240030,149799
