YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT,?
2013,550048,815,1000000,1007549,170,50,2,70,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,155000,4,NULL,NULL,NULL,NULL,1,4,19000,1,7,23,360,18,NULL,?
2013,550655,815,1000000,1007549,NULL,300,2,2,NULL,1,1000,1,1,NULL,NULL,NULL,290000,4,NULL,NULL,NULL,NULL,1,6,63700,1,7,25,1331,28,NULL,?
2013,552646,815,1000000,1007549,300,50,2,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,150000,6,NULL,NULL,NULL,NULL,1,6,96170,1,7,5,421,12,NULL,?
2013,554251,815,1000000,1007549,NULL,20,2,30,NULL,NULL,NULL,NULL,NULL,680,NULL,NULL,NULL,6,NULL,NULL,730,20,1,6,43000,1,1,NULL,NULL,NULL,NULL,?
2013,556257,815,1000000,1007549,NULL,160,2,160,NULL,NULL,NULL,NULL,NULL,780,NULL,NULL,NULL,5,NULL,NULL,1100,58,1,7,22900,1,1,NULL,NULL,NULL,NULL,?
2013,560778,815,1000000,1007549,NULL,20,2,60,NULL,NULL,NULL,NULL,NULL,910,NULL,NULL,NULL,5,NULL,NULL,1060,22,1,7,57000,1,3,NULL,NULL,NULL,NULL,?
2013,565526,815,1000000,1007549,NULL,260,2,150,NULL,1,2500,1,1,NULL,NULL,NULL,350000,1,1,120000,NULL,NULL,1,1,120000,1,6,29,2913,30,1,?
2013,570818,815,1000000,1007549,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,780,NULL,NULL,NULL,5,NULL,NULL,820,39,1,4,25000,1,1,NULL,NULL,NULL,NULL,?
2013,570829,815,1000000,1007549,190,50,2,80,NULL,2,1100,1,1,NULL,NULL,NULL,167000,13,NULL,NULL,NULL,NULL,1,7,91000,1,3,20,1520,22,NULL,?
2013,572971,815,1000000,1007549,NULL,120,2,2,NULL,1,1400,1,1,NULL,NULL,NULL,220000,3,2,90000,NULL,NULL,1,1,90000,1,2,20,1528,20,3,?
2013,573325,815,1000000,1007549,380,20,2,1,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,160000,4,NULL,NULL,NULL,NULL,1,4,42300,1,4,14,510,20,NULL,?
2013,573949,815,1000000,1007549,NULL,80,2,3,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,6,NULL,NULL,780,52,5,4,18000,2,4,NULL,NULL,NULL,NULL,?
2013,577747,815,1000000,1007549,220,40,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,76000,6,NULL,NULL,NULL,NULL,1,6,2000,1,5,101,293,10,NULL,?
2013,580451,815,1000000,1007549,340,80,2,1,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,110000,3,4,34790,NULL,NULL,1,1,34790,1,5,17,480,12,9,?
2013,589043,815,1000000,1007549,NULL,30,2,40,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,5,NULL,NULL,857,NULL,1,6,0,1,1,NULL,NULL,NULL,NULL,?
2013,590045,815,1000000,1007549,390,20,2,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,250000,6,NULL,NULL,NULL,NULL,1,6,13000,1,7,50,547,25,NULL,?
2013,590061,815,1000000,1007549,NULL,300,2,2,NULL,1,2900,1,1,NULL,NULL,NULL,625000,1,2,402000,NULL,NULL,1,1,402000,1,5,10,3203,30,3,?
2013,590679,815,1000000,1007549,NULL,50,2,2,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,13,NULL,NULL,1254,58,1,6,26000,1,1,NULL,NULL,NULL,NULL,?
2013,592828,815,1000000,1007549,350,130,2,70,NULL,2,1100,1,1,NULL,NULL,NULL,325000,6,1,68000,NULL,NULL,1,1,68000,1,6,31,1750,27,1,?
2013,593401,815,1000000,1007549,450,40,2,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,131000,4,NULL,NULL,NULL,NULL,1,6,15100,1,4,45,564,17,NULL,?
2013,596459,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,599554,815,1000000,1007549,NULL,80,2,2,NULL,NULL,NULL,NULL,NULL,780,NULL,NULL,NULL,3,NULL,NULL,860,16,1,7,65000,1,3,NULL,NULL,NULL,NULL,?
2013,602006,815,1000000,1007549,NULL,130,2,200,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,NULL,3,6,16260,633,47,1,2,16260,1,5,NULL,NULL,NULL,12,?
2013,605447,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,605488,815,1000000,1007549,NULL,10,2,3,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,NULL,4,NULL,NULL,650,101,2,4,60,1,1,NULL,NULL,NULL,NULL,?
2013,608483,815,1000000,1007549,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,609253,815,1000000,1007549,NULL,50,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,220000,7,NULL,NULL,NULL,NULL,1,6,59700,1,3,5,257,24,NULL,?
2013,610193,815,1000000,1007549,NULL,110,2,2,NULL,NULL,NULL,NULL,NULL,480,NULL,NULL,NULL,8,1,61000,590,12,1,1,61000,1,3,NULL,NULL,NULL,1,?
2013,610539,815,1000000,1007549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,611901,815,1000000,1007549,NULL,100,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,295000,3,NULL,NULL,NULL,NULL,1,4,46600,1,7,10,388,27,NULL,?
2013,612294,815,1000000,1007549,NULL,110,2,2,NULL,1,1500,1,1,NULL,NULL,NULL,295000,3,3,90001,NULL,NULL,3,1,90001,1,4,22,1660,25,7,?
2013,613364,815,1000000,1007549,NULL,40,2,2,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,5,5,72000,1140,19,1,2,72000,1,1,NULL,NULL,NULL,10,?
2013,617504,815,1000000,1007549,NULL,40,2,20,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,4,NULL,NULL,670,56,1,4,14400,1,4,NULL,NULL,NULL,NULL,?
2013,618031,815,1000000,1007549,350,80,2,1,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,105000,4,4,96400,NULL,NULL,1,1,96400,1,5,6,474,12,9,?
2013,621626,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,628083,815,1000000,1007549,NULL,150,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,300000,4,8,64000,NULL,NULL,1,3,64000,1,7,9,475,22,15,?
2013,630462,815,1000000,1007549,NULL,40,2,1,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,3,NULL,NULL,790,14,1,7,68000,1,3,NULL,NULL,NULL,NULL,?
2013,631087,815,1000000,1007549,NULL,190,2,3,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,3,NULL,NULL,1393,101,1,4,2000,1,1,NULL,NULL,NULL,NULL,?
2013,631501,815,1000000,1007549,NULL,300,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,2782000,10,NULL,NULL,NULL,NULL,1,5,602000,1,4,3,1550,68,NULL,?
2013,634595,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,639809,815,1000000,1007549,NULL,100,2,260,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,1100000,7,NULL,NULL,NULL,NULL,1,6,138194,1,5,10,1143,64,NULL,?
2013,639939,815,1000000,1007549,NULL,250,2,2,NULL,NULL,NULL,NULL,NULL,2000,NULL,NULL,NULL,6,1,130000,2254,21,1,1,130000,1,1,NULL,NULL,NULL,1,?
2013,640615,815,1000000,1007549,NULL,100,2,20,NULL,2,2300,1,1,NULL,NULL,NULL,415000,5,1,185000,NULL,NULL,1,1,185000,1,3,17,2628,37,1,?
2013,641063,815,1000000,1007549,NULL,110,2,110,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,475000,10,4,604800,NULL,NULL,1,1,604800,1,4,1,629,47,9,?
2013,642228,815,1000000,1007549,NULL,80,2,100,NULL,1,1100,1,1,NULL,120,NULL,230000,5,5,61200,NULL,NULL,1,2,61200,1,4,29,1455,1,10,?
2013,642659,815,1000000,1007549,240,90,2,2,NULL,2,1100,2,1,NULL,NULL,NULL,240000,5,NULL,NULL,NULL,NULL,1,6,47900,1,3,41,1632,31,NULL,?
2013,642868,815,1000000,1007549,NULL,50,2,20,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,NULL,8,NULL,NULL,873,33,1,4,32000,1,1,NULL,NULL,NULL,NULL,?
2013,644867,815,1000000,1007549,NULL,150,2,2,NULL,NULL,NULL,NULL,NULL,960,NULL,NULL,NULL,3,3,41000,1110,32,1,1,41000,1,3,NULL,NULL,NULL,7,?
2013,646306,815,1000000,1007549,NULL,100,2,100,NULL,NULL,NULL,NULL,NULL,760,NULL,NULL,NULL,7,NULL,NULL,962,13,1,4,91020,1,4,NULL,NULL,NULL,NULL,?
2013,648462,815,1000000,1007549,NULL,60,2,2,NULL,NULL,NULL,NULL,NULL,830,NULL,NULL,NULL,8,NULL,NULL,920,31,5,7,36000,2,3,NULL,NULL,NULL,NULL,?
2013,650268,815,1000000,1007549,NULL,40,2,1,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,NULL,4,NULL,NULL,840,50,1,6,20000,1,2,NULL,NULL,NULL,NULL,?
2013,650459,815,1000000,1007549,NULL,220,2,20,NULL,1,1800,1,1,NULL,2000,NULL,525000,4,1,111500,NULL,NULL,1,1,111500,1,5,46,4290,37,1,?
2013,652756,815,1000000,1007549,NULL,50,2,20,NULL,2,1000,2,1,NULL,300,NULL,280000,4,NULL,NULL,NULL,NULL,1,4,89400,1,4,22,1646,28,NULL,?
2013,653922,815,1000000,1007549,NULL,20,2,3,NULL,NULL,NULL,NULL,NULL,220,NULL,NULL,NULL,5,NULL,NULL,240,27,1,6,10730,1,6,NULL,NULL,NULL,NULL,?
2013,654330,815,1000000,1007549,NULL,40,2,2,NULL,NULL,NULL,NULL,NULL,880,NULL,NULL,NULL,5,NULL,NULL,942,27,1,6,41500,1,4,NULL,NULL,NULL,NULL,?
2013,655155,815,1000000,1007549,310,110,2,100,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,180000,6,NULL,NULL,NULL,NULL,5,6,65500,1,5,12,656,27,NULL,?
2013,656431,815,1000000,1007549,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,5,NULL,NULL,540,34,5,5,19000,1,1,NULL,NULL,NULL,NULL,?
2013,659459,815,1000000,1007549,NULL,180,2,2,NULL,NULL,NULL,NULL,NULL,1900,NULL,NULL,NULL,8,NULL,NULL,2122,17,1,4,148000,1,2,NULL,NULL,NULL,NULL,?
2013,660459,815,1000000,1007549,NULL,100,2,3,NULL,1,1900,1,1,NULL,NULL,NULL,400000,3,1,115000,NULL,NULL,1,1,115000,1,1,22,2073,33,1,?
2013,660493,815,1000000,1007549,NULL,240,2,2,NULL,1,2100,1,1,NULL,NULL,NULL,350000,4,2,173000,NULL,NULL,1,1,173000,1,5,17,2412,31,3,?
2013,662219,815,1000000,1007549,NULL,60,2,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,2,4,500,2,1,NULL,NULL,NULL,NULL,?
2013,662229,815,1000000,1007549,180,80,2,2,NULL,2,1000,1,1,NULL,NULL,NULL,240000,9,1,69300,NULL,NULL,1,1,69300,1,3,23,1302,26,1,?
2013,662623,815,1000000,1007549,NULL,100,2,60,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,350000,3,1,126000,NULL,NULL,1,1,126000,1,6,5,485,24,1,?
2013,664487,815,1000000,1007549,NULL,100,2,50,NULL,1,1100,1,1,NULL,NULL,NULL,230000,3,NULL,NULL,NULL,NULL,1,6,4800,1,6,101,1280,22,NULL,?
2013,665716,815,1000000,1007549,NULL,200,2,2,NULL,1,1700,1,1,NULL,NULL,NULL,285000,5,1,131700,NULL,NULL,1,1,131700,1,3,18,1979,28,1,?
2013,671405,815,1000000,1007549,NULL,150,2,50,NULL,NULL,NULL,NULL,NULL,1700,NULL,NULL,NULL,5,7,110000,1900,21,1,3,110000,1,3,NULL,NULL,NULL,13,?
2013,677864,815,1000000,1007549,230,120,2,2,NULL,2,1200,1,1,NULL,NULL,NULL,220000,10,NULL,NULL,NULL,NULL,1,7,95000,1,4,20,1550,29,NULL,?
2013,679665,815,1000000,1007549,NULL,80,1,200,NULL,NULL,NULL,NULL,NULL,720,NULL,NULL,NULL,4,1,19000,1000,63,1,1,19000,1,1,NULL,NULL,NULL,1,?
2013,682418,815,1000000,1007549,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,720,NULL,NULL,NULL,5,NULL,NULL,750,17,1,4,51800,1,3,NULL,NULL,NULL,NULL,?
2013,684147,815,1000000,1007549,NULL,120,2,200,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,23000,3,6,0,NULL,NULL,1,2,0,1,4,NULL,324,1,12,?
2013,685592,815,1000000,1007549,NULL,80,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,50000,6,NULL,NULL,NULL,NULL,1,4,15000,1,1,26,330,32,NULL,?
2013,687930,815,1000000,1007549,NULL,140,2,2,NULL,1,650,1,1,NULL,NULL,NULL,230000,4,2,71320,NULL,NULL,4,1,71320,1,6,14,832,23,3,?
2013,694604,815,1000000,1007549,NULL,110,2,3,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,13,NULL,NULL,1310,28,1,7,56600,1,2,NULL,NULL,NULL,NULL,?
2013,695154,815,1000000,1007549,NULL,130,2,2,NULL,2,1100,2,1,NULL,NULL,NULL,225000,3,7,42020,NULL,NULL,1,3,42020,1,5,40,1398,24,13,?
2013,695156,815,1000000,1007549,NULL,50,2,2,NULL,NULL,NULL,NULL,NULL,580,NULL,NULL,NULL,5,NULL,NULL,660,29,1,4,27000,1,1,NULL,NULL,NULL,NULL,?
2013,695794,815,1000000,1007549,NULL,40,2,2,NULL,1,2000,1,1,NULL,NULL,NULL,150000,6,5,80000,NULL,NULL,1,2,80000,1,3,31,2055,18,10,?
2013,697525,815,1000000,1007549,NULL,1,2,30,NULL,NULL,NULL,NULL,NULL,920,NULL,NULL,NULL,4,NULL,NULL,950,18,1,4,64000,1,1,NULL,NULL,NULL,NULL,?
2013,702646,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,704325,815,1000000,1007549,NULL,90,2,2,NULL,1,720,1,1,NULL,NULL,NULL,130000,6,1,40000,NULL,NULL,3,1,40000,1,5,24,810,19,1,?
2013,710893,815,1000000,1007549,NULL,60,2,1,NULL,NULL,NULL,NULL,NULL,1400,NULL,NULL,NULL,9,NULL,NULL,1463,21,1,7,84600,1,1,NULL,NULL,NULL,NULL,?
2013,715901,815,1000000,1007549,NULL,90,2,2,NULL,NULL,NULL,NULL,NULL,960,NULL,NULL,NULL,6,5,21200,1050,37,1,2,34200,1,1,NULL,NULL,NULL,11,?
2013,716460,815,1000000,1007549,NULL,170,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,280000,3,7,53000,NULL,NULL,1,3,53000,1,6,10,441,33,13,?
2013,718179,815,1000000,1007549,NULL,60,2,80,NULL,1,670,1,1,NULL,NULL,NULL,120000,1,2,46000,NULL,NULL,1,1,46000,1,5,22,850,17,3,?
2013,721315,815,1000000,1007549,NULL,80,2,1,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,6,NULL,NULL,830,18,1,6,55000,1,4,NULL,NULL,NULL,NULL,?
2013,722975,815,1000000,1007549,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,724732,815,1000000,1007549,NULL,60,2,10,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,150000,4,NULL,NULL,NULL,NULL,1,4,0,1,7,NULL,302,24,NULL,?
2013,728207,815,1000000,1007549,NULL,100,2,50,NULL,2,1500,2,1,NULL,NULL,NULL,850000,2,NULL,NULL,NULL,NULL,1,4,2600,1,5,101,2087,62,NULL,?
2013,729074,815,1000000,1007549,NULL,40,2,2,NULL,NULL,NULL,NULL,NULL,880,NULL,NULL,NULL,7,NULL,NULL,945,22,3,6,52000,1,1,NULL,NULL,NULL,NULL,?
2013,730274,815,1000000,1007549,NULL,150,2,3,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,7,1,138000,1350,12,1,1,138000,1,2,NULL,NULL,NULL,1,?
2013,730420,815,1000000,1007549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,650,NULL,1,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,731216,815,1000000,1007549,NULL,100,2,40,NULL,1,1600,1,1,NULL,NULL,NULL,465000,4,2,76000,NULL,NULL,1,1,76000,1,1,28,1765,42,3,?
2013,735132,815,1000000,1007549,NULL,30,2,80,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,6,NULL,NULL,817,101,5,6,3000,1,2,NULL,NULL,NULL,NULL,?
2013,736265,815,1000000,1007549,NULL,40,1,1,NULL,NULL,NULL,NULL,NULL,480,NULL,NULL,NULL,2,NULL,NULL,520,57,1,4,11000,1,4,NULL,NULL,NULL,NULL,?
2013,736424,815,1000000,1007549,NULL,30,2,2,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,6,NULL,NULL,1030,101,1,4,3000,1,1,NULL,NULL,NULL,NULL,?
2013,742269,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,752670,815,1000000,1007549,290,2,2,50,NULL,2,800,1,1,NULL,NULL,NULL,225000,7,NULL,NULL,NULL,NULL,1,4,202700,1,3,7,1140,22,NULL,?
2013,753792,815,1000000,1007549,NULL,200,2,2,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,2,NULL,NULL,1724,23,1,5,91000,1,2,NULL,NULL,NULL,NULL,?
2013,756932,815,1000000,1007549,NULL,30,2,80,NULL,NULL,NULL,NULL,NULL,690,NULL,NULL,NULL,5,2,18000,842,56,1,1,18000,1,1,NULL,NULL,NULL,3,?
2013,757570,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,759095,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,763502,815,1000000,1007549,NULL,50,2,2,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,6,NULL,NULL,568,38,1,4,18000,1,4,NULL,NULL,NULL,NULL,?
2013,764290,815,1000000,1007549,NULL,60,2,150,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,270000,4,5,72100,NULL,NULL,1,2,72100,1,7,8,468,25,10,?
2013,765018,815,1000000,1007549,NULL,50,2,70,NULL,1,1400,1,1,NULL,NULL,NULL,400000,4,3,87000,NULL,NULL,1,1,87000,1,3,21,1545,25,7,?
2013,767544,815,1000000,1007549,NULL,140,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,425000,4,4,327000,NULL,NULL,1,1,327000,1,7,2,548,30,9,?
2013,768443,815,1000000,1007549,260,30,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,260000,6,NULL,NULL,NULL,NULL,1,4,58600,1,4,10,467,25,NULL,?
2013,768784,815,1000000,1007549,NULL,70,2,70,NULL,NULL,NULL,NULL,NULL,580,NULL,NULL,NULL,5,NULL,NULL,720,33,1,5,26200,1,1,NULL,NULL,NULL,NULL,?
2013,769814,815,1000000,1007549,NULL,40,2,40,NULL,NULL,NULL,NULL,NULL,850,NULL,NULL,NULL,6,NULL,NULL,930,28,1,4,40000,1,1,NULL,NULL,NULL,NULL,?
2013,770070,815,1000000,1007549,NULL,100,2,2,NULL,NULL,NULL,NULL,NULL,1800,NULL,NULL,NULL,7,1,161900,1914,12,1,1,195900,1,3,NULL,NULL,NULL,1,?
2013,771622,815,1000000,1007549,NULL,100,2,40,NULL,1,1700,1,1,NULL,NULL,NULL,400000,3,1,97000,NULL,NULL,5,1,97000,1,6,23,1897,31,4,?
2013,772249,815,1000000,1007549,NULL,140,2,3,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,7,NULL,NULL,1675,15,1,7,131900,1,4,NULL,NULL,NULL,NULL,?
2013,774240,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,776580,815,1000000,1007549,NULL,130,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,152000,4,7,37000,NULL,NULL,1,3,37000,1,3,9,279,19,13,?
2013,783083,815,1000000,1007549,NULL,50,2,1,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,5,7,109500,1150,13,1,3,109500,1,2,NULL,NULL,NULL,13,?
2013,783158,815,1000000,1007549,NULL,110,2,110,NULL,1,1100,1,1,NULL,NULL,NULL,200000,2,2,45000,NULL,NULL,1,1,45000,1,3,35,1323,15,3,?
2013,783541,815,1000000,1007549,NULL,20,2,30,NULL,NULL,NULL,NULL,NULL,730,NULL,NULL,NULL,5,NULL,NULL,800,22,1,6,43400,1,4,NULL,NULL,NULL,NULL,?
2013,784136,815,1000000,1007549,NULL,100,2,2,NULL,1,2000,1,1,NULL,NULL,NULL,550000,1,1,85000,NULL,NULL,1,1,85000,1,2,30,2130,37,1,?
2013,785862,815,1000000,1007549,NULL,260,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,230000,4,NULL,NULL,NULL,NULL,1,6,66000,1,5,10,525,26,NULL,?
2013,787523,815,1000000,1007549,NULL,110,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,800000,3,NULL,NULL,NULL,NULL,3,4,106400,1,7,7,648,44,NULL,?
2013,787634,815,1000000,1007549,NULL,50,2,2,NULL,NULL,NULL,NULL,NULL,710,NULL,NULL,NULL,6,NULL,NULL,825,30,2,6,33000,1,1,NULL,NULL,NULL,NULL,?
2013,789833,815,1000000,1007549,NULL,30,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,3,4,4900,1,6,NULL,NULL,NULL,NULL,?
2013,792761,815,1000000,1007549,NULL,240,2,20,NULL,2,1500,2,1,NULL,NULL,NULL,675000,5,2,418300,NULL,NULL,1,1,418300,1,6,7,2284,49,3,?
2013,792763,815,1000000,1007549,360,110,2,2,NULL,2,610,1,1,NULL,NULL,NULL,200000,5,NULL,NULL,NULL,NULL,1,6,59000,1,1,24,1180,24,NULL,?
2013,794660,815,1000000,1007549,NULL,500,2,2,NULL,1,2900,1,1,NULL,NULL,NULL,550000,7,1,230050,NULL,NULL,1,1,230050,1,1,18,3410,40,1,?
2013,795254,815,1000000,1007549,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,797828,815,1000000,1007549,NULL,190,2,2,NULL,1,1600,1,1,NULL,NULL,NULL,300000,3,5,75000,NULL,NULL,1,2,75000,1,5,29,1798,29,10,?
2013,801201,815,1000000,1007549,NULL,130,2,2,NULL,2,900,1,1,NULL,NULL,NULL,220000,6,NULL,NULL,NULL,NULL,1,6,82350,1,6,16,1105,24,NULL,?
2013,802933,815,1000000,1007549,NULL,40,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,200000,3,NULL,NULL,NULL,NULL,1,4,46000,1,5,7,257,24,NULL,?
2013,803286,815,1000000,1007549,NULL,90,2,40,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,8,NULL,NULL,1233,18,1,7,80000,1,2,NULL,NULL,NULL,NULL,?
2013,804415,815,1000000,1007549,NULL,110,2,3,NULL,NULL,NULL,NULL,NULL,820,NULL,NULL,NULL,4,1,42000,930,22,2,1,50000,1,1,NULL,NULL,NULL,1,?
2013,810507,815,1000000,1007549,NULL,120,1,2,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,8,7,11700,1479,101,5,3,11700,2,3,NULL,NULL,NULL,13,?
2013,811037,815,1000000,1007549,NULL,200,2,200,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,3,NULL,NULL,1007,29,1,5,42000,1,3,NULL,NULL,NULL,NULL,?
2013,812884,815,1000000,1007549,NULL,30,2,3,NULL,NULL,NULL,NULL,NULL,650,NULL,NULL,NULL,4,NULL,NULL,680,49,1,4,16600,1,1,NULL,NULL,NULL,NULL,?
2013,821013,815,1000000,1007549,400,100,2,140,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,500000,5,NULL,NULL,NULL,NULL,1,6,65000,1,4,17,923,39,NULL,?
2013,821687,815,1000000,1007549,NULL,100,2,50,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,8,4,0,1192,NULL,3,1,0,1,3,NULL,NULL,NULL,9,?
2013,822197,815,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,822491,815,1000000,1007549,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,880,NULL,NULL,NULL,5,2,0,880,NULL,5,1,0,1,3,NULL,NULL,NULL,6,?
2013,824734,815,1000000,1007549,NULL,100,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,395000,4,NULL,NULL,NULL,NULL,1,4,30000,1,7,12,312,28,NULL,?
