YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT,?
2013,650822,814,1000000,1007549,90,50,2,130,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,350000,1,NULL,NULL,NULL,NULL,1,6,95000,1,2,6,436,31,NULL,?
2013,655264,814,1000000,1007549,NULL,10,2,2,NULL,NULL,NULL,NULL,NULL,780,NULL,NULL,NULL,6,NULL,NULL,799,47,1,4,20200,1,1,NULL,NULL,NULL,NULL,?
2013,661715,814,1000000,1007549,NULL,140,2,140,NULL,2,1700,2,1,NULL,NULL,NULL,320000,1,NULL,NULL,NULL,NULL,1,5,107500,1,3,24,2169,24,NULL,?
2013,663010,814,1000000,1007549,140,70,2,2,NULL,2,650,1,1,NULL,NULL,NULL,190000,1,1,80000,NULL,NULL,1,1,80000,1,4,14,908,25,1,?
2013,663170,814,1000000,1007549,NULL,210,2,2,NULL,1,250,1,1,NULL,NULL,NULL,250,1,NULL,NULL,NULL,NULL,1,6,8670,1,5,68,488,13,NULL,?
2013,664008,814,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,664512,814,1000000,1007549,NULL,40,2,40,NULL,NULL,NULL,NULL,NULL,790,NULL,NULL,NULL,3,NULL,NULL,871,10,1,7,103200,1,2,NULL,NULL,NULL,NULL,?
2013,665639,814,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,666070,814,1000000,1007549,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,NULL,6,NULL,NULL,831,27,1,5,37000,1,1,NULL,NULL,NULL,NULL,?
2013,667501,814,1000000,1007549,NULL,200,2,2,NULL,1,5000,1,1,NULL,NULL,NULL,1000000,6,1,412200,NULL,NULL,1,1,412200,1,2,15,5225,62,1,?
2013,669560,814,1000000,1007549,NULL,180,2,2,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,NULL,1,NULL,NULL,480,12,1,7,47500,1,2,NULL,NULL,NULL,NULL,?
2013,672228,814,1000000,1007549,NULL,70,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,350000,2,NULL,NULL,NULL,NULL,1,4,95000,1,6,4,324,31,NULL,?
2013,672333,814,1000000,1007549,NULL,80,2,2,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,2,1,85000,1300,18,1,1,85000,1,1,NULL,NULL,NULL,1,?
2013,674037,814,1000000,1007549,NULL,230,2,2,NULL,2,880,1,1,NULL,NULL,NULL,590000,3,1,124000,NULL,NULL,1,1,124000,1,7,12,1285,52,1,?
2013,676153,814,1000000,1007549,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,410,NULL,NULL,NULL,1,7,10700,410,46,1,3,10700,1,3,NULL,NULL,NULL,13,?
2013,678323,814,1000000,1007549,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,5,NULL,NULL,1040,101,1,4,12000,1,2,NULL,NULL,NULL,NULL,?
2013,678536,814,1000000,1007549,NULL,130,2,130,NULL,2,2100,1,1,NULL,NULL,NULL,520000,1,1,160000,NULL,NULL,1,1,160000,1,4,18,2450,32,1,?
2013,680198,814,1000000,1007549,NULL,260,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,700000,1,NULL,NULL,NULL,NULL,1,6,81000,1,7,11,723,48,NULL,?
2013,684562,814,1000000,1007549,NULL,110,1,2,NULL,NULL,NULL,NULL,NULL,580,NULL,NULL,NULL,3,1,11500,691,72,2,1,11500,1,4,NULL,NULL,NULL,1,?
2013,685283,814,1000000,1007549,360,50,2,1,NULL,1,1000,1,1,NULL,NULL,NULL,360000,8,NULL,NULL,NULL,NULL,1,6,160000,1,1,11,1410,36,NULL,?
2013,687507,814,1000000,1007549,200,20,2,3,NULL,2,630,1,1,NULL,NULL,NULL,106000,4,NULL,NULL,NULL,NULL,1,6,71000,1,4,15,869,14,NULL,?
2013,687555,814,1000000,1007549,NULL,70,2,1,NULL,NULL,NULL,NULL,NULL,810,NULL,NULL,NULL,1,NULL,NULL,880,101,1,4,6000,1,2,NULL,NULL,NULL,NULL,?
2013,694419,814,1000000,1007549,NULL,20,2,30,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,5,NULL,NULL,1257,45,1,6,33500,1,1,NULL,NULL,NULL,NULL,?
2013,696529,814,1000000,1007549,NULL,120,2,2,NULL,1,1800,1,1,NULL,NULL,NULL,430000,7,1,217000,NULL,NULL,1,1,217000,1,1,11,1924,31,1,?
2013,700138,814,1000000,1007549,NULL,350,2,350,NULL,1,3900,1,1,NULL,100,NULL,1400000,3,1,320000,NULL,NULL,1,1,320000,1,3,18,4751,62,1,?
2013,704238,814,1000000,1007549,330,1,2,1,NULL,2,1100,1,1,NULL,NULL,NULL,225000,1,NULL,NULL,NULL,NULL,1,6,53700,1,1,32,1443,28,NULL,?
2013,706569,814,1000000,1007549,NULL,50,2,80,NULL,1,1100,1,1,NULL,NULL,NULL,370000,1,NULL,NULL,NULL,NULL,1,6,27100,1,7,56,1267,33,NULL,?
2013,711649,814,1000000,1007549,NULL,60,2,3,NULL,NULL,NULL,NULL,NULL,950,NULL,NULL,NULL,5,NULL,NULL,1010,29,1,5,42300,1,1,NULL,NULL,NULL,NULL,?
2013,712724,814,1000000,1007549,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,580,NULL,NULL,NULL,1,NULL,NULL,580,20,1,4,35000,1,4,NULL,NULL,NULL,NULL,?
2013,715161,814,1000000,1007549,180,20,2,1,NULL,2,700,1,1,NULL,NULL,NULL,170000,4,NULL,NULL,NULL,NULL,1,4,74200,1,4,15,928,21,NULL,?
2013,716717,814,1000000,1007549,NULL,220,2,10,NULL,1,2500,1,1,NULL,250,NULL,550000,1,1,156000,NULL,NULL,1,1,156000,1,4,23,3006,36,1,?
2013,717440,814,1000000,1007549,300,200,2,1,NULL,1,830,1,1,NULL,NULL,NULL,190000,1,NULL,NULL,NULL,NULL,1,6,57000,1,2,28,1330,23,NULL,?
2013,721337,814,1000000,1007549,NULL,80,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,360000,6,6,64000,NULL,NULL,1,2,64000,1,6,9,475,32,12,?
2013,724085,814,1000000,1007549,NULL,160,2,2,NULL,1,1100,1,1,NULL,NULL,NULL,300000,1,NULL,NULL,NULL,NULL,1,6,66000,1,6,23,1285,26,NULL,?
2013,725605,814,1000000,1007549,NULL,90,2,2,NULL,1,1400,1,1,NULL,NULL,NULL,550000,1,1,126000,NULL,NULL,1,1,126000,1,6,14,1518,25,1,?
2013,727146,814,1000000,1007549,NULL,50,2,2,NULL,1,1300,1,1,NULL,100,NULL,300000,2,NULL,NULL,NULL,NULL,1,7,103000,1,2,17,1454,24,NULL,?
2013,727725,814,1000000,1007549,NULL,250,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,350000,3,6,81600,NULL,NULL,2,2,81600,1,7,13,850,47,12,?
2013,729840,814,1000000,1007549,NULL,2,1,3,NULL,NULL,NULL,NULL,NULL,260,NULL,NULL,NULL,3,NULL,NULL,260,8,1,6,36890,1,2,NULL,NULL,NULL,NULL,?
2013,730308,814,1000000,1007549,NULL,60,2,50,NULL,2,400,2,1,NULL,NULL,NULL,340000,2,1,94700,NULL,NULL,1,1,94700,1,6,11,835,34,1,?
2013,735947,814,1000000,1007549,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,620,NULL,NULL,NULL,1,NULL,NULL,620,47,1,6,16000,1,1,NULL,NULL,NULL,NULL,?
2013,737302,814,1000000,1007549,NULL,1,2,3,NULL,NULL,NULL,NULL,NULL,650,NULL,NULL,NULL,6,NULL,NULL,650,7,1,4,116070,1,1,NULL,NULL,NULL,NULL,?
2013,738016,814,1000000,1007549,NULL,100,2,20,NULL,1,1200,1,1,NULL,450,NULL,325000,4,1,92300,NULL,NULL,1,1,92300,1,4,24,1864,28,1,?
2013,740528,814,1000000,1007549,NULL,120,2,60,NULL,1,2200,1,1,NULL,NULL,NULL,650000,3,2,88000,NULL,NULL,1,1,88000,1,2,34,2480,27,3,?
2013,740887,814,1000000,1007549,NULL,130,2,2,NULL,2,650,2,1,NULL,NULL,NULL,350000,3,4,103900,NULL,NULL,1,1,103900,1,7,12,1054,30,9,?
2013,754490,814,1000000,1007549,NULL,100,2,50,NULL,2,630,2,1,NULL,50,NULL,265000,1,8,40200,NULL,NULL,1,3,40200,1,7,34,1133,14,15,?
2013,754630,814,1000000,1007549,NULL,200,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,1100000,16,2,460000,NULL,NULL,1,1,460000,1,1,2,595,37,3,?
2013,755625,814,1000000,1007549,NULL,60,2,3,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,4,2,50700,1060,25,1,1,50700,1,3,NULL,NULL,NULL,6,?
2013,760187,814,1000000,1007549,NULL,250,2,2,NULL,2,1300,2,1,NULL,NULL,NULL,950000,8,1,419800,NULL,NULL,1,1,419800,1,3,7,2280,60,1,?
2013,762336,814,1000000,1007549,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,1400,NULL,NULL,NULL,6,NULL,NULL,1430,21,1,4,80000,1,2,NULL,NULL,NULL,NULL,?
2013,767161,814,1000000,1007549,NULL,20,2,20,NULL,NULL,NULL,NULL,NULL,730,NULL,NULL,NULL,7,NULL,NULL,770,77,3,6,12000,1,3,NULL,NULL,NULL,NULL,?
2013,768969,814,1000000,1007549,NULL,90,2,3,NULL,NULL,NULL,NULL,NULL,480,NULL,NULL,NULL,4,NULL,NULL,570,54,1,6,12700,1,2,NULL,NULL,NULL,NULL,?
2013,771679,814,1000000,1007549,NULL,50,2,40,NULL,NULL,NULL,NULL,NULL,850,NULL,NULL,NULL,4,NULL,NULL,940,12,1,7,95000,1,1,NULL,NULL,NULL,NULL,?
2013,775208,814,1000000,1007549,NULL,150,2,2,NULL,1,1300,1,1,NULL,NULL,NULL,500000,1,1,143000,NULL,NULL,1,1,143000,1,5,12,1453,30,1,?
2013,778089,814,1000000,1007549,NULL,150,2,150,NULL,1,1700,1,1,NULL,NULL,NULL,550000,1,1,355000,NULL,NULL,1,1,355000,1,4,7,2050,33,1,?
2013,778469,814,1000000,1007549,NULL,130,2,2,NULL,1,1600,1,1,NULL,NULL,NULL,800000,6,1,32800,NULL,NULL,1,1,32800,1,4,64,1748,44,1,?
2013,778620,814,1000000,1007549,NULL,190,2,2,NULL,1,2000,1,1,NULL,90,NULL,500000,3,1,128000,NULL,NULL,1,1,128000,1,5,22,2330,34,1,?
2013,781352,814,1000000,1007549,NULL,30,2,3,NULL,NULL,NULL,NULL,NULL,670,NULL,NULL,NULL,5,NULL,NULL,720,17,1,5,51000,1,3,NULL,NULL,NULL,NULL,?
2013,782537,814,1000000,1007549,NULL,20,2,2,NULL,NULL,NULL,NULL,NULL,730,NULL,NULL,NULL,3,8,40700,779,23,1,3,40700,1,2,NULL,NULL,NULL,15,?
2013,785068,814,1000000,1007549,NULL,300,2,50,NULL,1,2400,1,1,NULL,NULL,NULL,500000,1,7,402000,NULL,NULL,1,3,402000,1,1,8,2757,26,13,?
2013,786638,814,1000000,1007549,NULL,20,2,3,NULL,NULL,NULL,NULL,NULL,550,NULL,NULL,NULL,4,NULL,NULL,570,17,1,4,40500,1,2,NULL,NULL,NULL,NULL,?
2013,789497,814,1000000,1007549,NULL,40,2,1,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,1,2,17000,790,56,1,1,17000,1,4,NULL,NULL,NULL,3,?
2013,790903,814,1000000,1007549,NULL,110,2,20,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,1000000,3,NULL,NULL,NULL,NULL,1,6,58600,1,7,20,977,63,NULL,?
2013,792091,814,1000000,1007549,NULL,20,2,1,NULL,NULL,NULL,NULL,NULL,980,NULL,NULL,NULL,7,NULL,NULL,1000,19,1,5,62500,1,3,NULL,NULL,NULL,NULL,?
2013,793608,814,1000000,1007549,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,580,NULL,NULL,NULL,6,NULL,NULL,580,8,1,5,90000,1,1,NULL,NULL,NULL,NULL,?
2013,795538,814,1000000,1007549,170,30,2,1,NULL,1,580,1,1,NULL,NULL,NULL,118000,2,NULL,NULL,NULL,NULL,1,7,100000,1,1,9,780,4,NULL,?
2013,797185,814,1000000,1007549,NULL,30,1,1,NULL,NULL,NULL,NULL,NULL,680,NULL,NULL,NULL,5,NULL,NULL,710,81,1,4,10500,1,5,NULL,NULL,NULL,NULL,?
2013,806165,814,1000000,1007549,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,11,7,2000,370,101,1,3,2000,1,3,NULL,NULL,NULL,13,?
2013,809755,814,1000000,1007549,NULL,30,1,70,NULL,NULL,NULL,NULL,NULL,150,NULL,NULL,NULL,1,NULL,NULL,250,25,1,6,11840,1,3,NULL,NULL,NULL,NULL,?
2013,819404,814,1000000,1007549,NULL,200,2,2,NULL,2,1100,2,1,NULL,NULL,NULL,500000,1,1,58000,NULL,NULL,1,1,58000,1,4,31,1512,22,1,?
2013,820810,814,1000000,1007549,890,40,2,1,NULL,1,1500,1,1,NULL,NULL,NULL,500000,4,1,507500,NULL,NULL,1,1,507500,1,4,6,2430,36,1,?
2013,822389,814,1000000,1007549,NULL,30,2,60,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,350000,1,4,33300,NULL,NULL,1,1,33300,1,7,16,437,35,9,?
2013,824000,814,1000000,1007549,NULL,170,2,2,NULL,1,1800,1,1,NULL,250,NULL,490000,1,NULL,NULL,NULL,NULL,1,5,146000,1,5,19,2279,35,NULL,?
2013,824215,814,1000000,1007549,NULL,270,2,2,NULL,NULL,NULL,NULL,NULL,3100,NULL,NULL,NULL,7,2,220000,3385,18,1,1,220000,1,1,NULL,NULL,NULL,3,?
2013,827542,814,1000000,1007549,NULL,150,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,325000,1,2,300000,NULL,NULL,1,1,300000,1,7,2,533,31,3,?
2013,828307,814,1000000,1007549,NULL,80,2,20,NULL,NULL,NULL,NULL,NULL,3100,NULL,NULL,NULL,2,NULL,NULL,3203,31,1,5,125000,1,1,NULL,NULL,NULL,NULL,?
2013,828634,814,1000000,1007549,240,120,2,2,NULL,1,1200,1,1,NULL,NULL,NULL,305000,9,1,160020,NULL,NULL,1,1,160020,1,3,12,1560,28,1,?
2013,828870,814,1000000,1007549,NULL,10,2,40,NULL,1,1600,1,1,NULL,NULL,NULL,270000,14,1,165000,NULL,NULL,2,1,165000,1,3,12,1653,30,1,?
2013,831120,814,1000000,1007549,NULL,160,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,500000,1,NULL,NULL,NULL,NULL,1,7,415000,1,5,2,815,62,NULL,?
2013,831906,814,1000000,1007549,NULL,80,2,30,NULL,1,1500,1,1,NULL,NULL,NULL,350000,1,1,115000,NULL,NULL,1,1,115000,1,1,17,1614,29,1,?
2013,833766,814,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,835021,814,1000000,1007549,NULL,30,2,4,NULL,NULL,NULL,NULL,NULL,830,NULL,NULL,NULL,1,NULL,NULL,864,23,1,4,45000,1,1,NULL,NULL,NULL,NULL,?
2013,836110,814,1000000,1007549,NULL,60,2,1,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,NULL,1,NULL,NULL,860,86,1,6,12000,1,1,NULL,NULL,NULL,NULL,?
2013,837625,814,1000000,1007549,NULL,60,2,1,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,6,NULL,NULL,1260,101,1,4,10500,1,1,NULL,NULL,NULL,NULL,?
2013,838352,814,1000000,1007549,NULL,200,2,2,NULL,NULL,NULL,NULL,NULL,3100,NULL,NULL,NULL,7,NULL,NULL,3308,53,1,4,75000,1,1,NULL,NULL,NULL,NULL,?
2013,838369,814,1000000,1007549,NULL,100,1,3,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,NULL,1,8,0,200,NULL,1,3,0,1,1,NULL,NULL,NULL,15,?
2013,838669,814,1000000,1007549,NULL,250,2,2,NULL,1,2500,1,1,NULL,250,NULL,300000,3,5,83000,NULL,NULL,1,2,123000,1,4,30,3079,27,10,?
2013,838763,814,1000000,1007549,NULL,150,2,2,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,1,NULL,NULL,1680,29,1,5,70200,1,4,NULL,NULL,NULL,NULL,?
2013,840712,814,1000000,1007549,NULL,120,2,2,NULL,1,1900,1,1,NULL,NULL,NULL,500000,1,5,100000,NULL,NULL,1,2,100000,1,2,25,2070,42,10,?
2013,840839,814,1000000,1007549,NULL,190,2,120,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,700000,1,2,150002,NULL,NULL,1,1,150002,1,7,6,752,44,3,?
2013,840869,814,1000000,1007549,NULL,40,2,2,NULL,NULL,NULL,NULL,NULL,1700,NULL,NULL,NULL,5,5,56000,1740,37,1,2,56000,1,2,NULL,NULL,NULL,10,?
2013,843377,814,1000000,1007549,NULL,200,2,2,NULL,2,5000,2,1,NULL,NULL,NULL,1150000,1,2,402000,NULL,NULL,1,1,402000,1,1,17,5861,63,3,?
2013,844204,814,1000000,1007549,NULL,20,2,1,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,5,NULL,NULL,1220,44,1,6,33000,1,1,NULL,NULL,NULL,NULL,?
2013,847116,814,1000000,1007549,NULL,50,2,50,NULL,1,1600,1,1,NULL,NULL,NULL,650000,1,1,123500,NULL,NULL,1,1,123500,1,5,17,1783,37,1,?
2013,848139,814,1000000,1007549,890,60,2,1,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,500000,5,4,211900,NULL,NULL,2,1,211900,1,3,7,1213,41,9,?
2013,851452,814,1000000,1007549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,550,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,851485,814,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,852733,814,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,852803,814,1000000,1007549,NULL,20,2,20,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,5,NULL,NULL,742,13,4,7,69000,1,2,NULL,NULL,NULL,NULL,?
2013,857396,814,1000000,1007549,NULL,350,2,2,NULL,1,2600,1,1,NULL,600,NULL,900000,1,2,326000,NULL,NULL,3,1,326000,1,3,13,3583,64,3,?
2013,859296,814,1000000,1007549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,861315,814,1000000,1007549,NULL,80,2,30,NULL,NULL,NULL,NULL,NULL,990,NULL,NULL,NULL,6,NULL,NULL,1120,29,1,5,46000,1,1,NULL,NULL,NULL,NULL,?
2013,861456,814,1000000,1007549,NULL,100,2,150,NULL,1,3000,1,1,NULL,NULL,NULL,850000,1,1,601050,NULL,NULL,1,1,601050,1,5,7,3280,49,1,?
2013,869071,814,1000000,1007549,NULL,200,2,50,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,700000,3,4,387600,NULL,NULL,1,1,387600,1,5,3,1008,65,9,?
2013,870490,814,1000000,1007549,NULL,40,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,250000,1,1,74250,NULL,NULL,1,1,74250,1,6,6,368,27,1,?
2013,884839,814,1000000,1007549,NULL,80,2,80,NULL,2,1300,2,1,NULL,NULL,NULL,400000,3,4,48700,NULL,NULL,1,1,48700,1,7,44,1802,36,9,?
2013,885593,814,1000000,1007549,NULL,230,2,230,NULL,2,2800,2,1,NULL,NULL,NULL,900000,1,1,210000,NULL,NULL,1,1,210000,1,5,23,3994,62,1,?
2013,887624,814,1000000,1007549,NULL,20,2,2,NULL,NULL,NULL,NULL,NULL,560,NULL,NULL,NULL,5,NULL,NULL,580,101,1,6,1200,1,2,NULL,NULL,NULL,NULL,?
2013,888656,814,1000000,1007549,NULL,2,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,46000,NULL,NULL,1,1,46000,1,2,NULL,NULL,NULL,1,?
2013,890308,814,1000000,1007549,NULL,120,2,2,NULL,NULL,NULL,NULL,NULL,890,NULL,NULL,NULL,5,NULL,NULL,1043,23,2,5,54600,1,3,NULL,NULL,NULL,NULL,?
2013,891389,814,1000000,1007549,NULL,100,2,100,NULL,2,1800,2,1,NULL,NULL,NULL,700000,15,NULL,NULL,NULL,NULL,1,6,397700,1,2,7,2311,44,NULL,?
2013,896798,814,1000000,1007549,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,780,NULL,NULL,NULL,5,NULL,NULL,820,19,1,4,53000,1,5,NULL,NULL,NULL,NULL,?
2013,897146,814,1000000,1007549,NULL,130,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,750000,3,2,93710,NULL,NULL,1,1,93710,1,5,10,767,48,3,?
2013,898646,814,1000000,1007549,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,950,NULL,NULL,NULL,4,NULL,NULL,980,19,1,7,63000,1,1,NULL,NULL,NULL,NULL,?
2013,898778,814,1000000,1007549,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,903475,814,1000000,1007549,NULL,90,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,500000,1,4,77740,NULL,NULL,1,1,77740,1,7,8,515,40,9,?
2013,903769,814,1000000,1007549,310,40,2,1,NULL,1,1000,1,1,NULL,NULL,NULL,180000,5,NULL,NULL,NULL,NULL,1,7,85000,1,1,19,1350,23,NULL,?
2013,904850,814,1000000,1007549,NULL,50,2,50,NULL,1,2500,1,1,NULL,NULL,NULL,900000,4,NULL,NULL,NULL,NULL,1,6,60000,1,5,54,2678,37,NULL,?
2013,909094,814,1000000,1007549,NULL,20,2,1,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,4,NULL,NULL,1320,18,1,4,90000,1,1,NULL,NULL,NULL,NULL,?
2013,910079,814,1000000,1007549,NULL,150,2,2,NULL,NULL,NULL,NULL,NULL,3100,NULL,NULL,NULL,2,7,12000,3292,101,1,3,12000,1,1,NULL,NULL,NULL,13,?
2013,911494,814,1000000,1007549,NULL,40,2,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,2,4,14000,1,4,NULL,NULL,NULL,NULL,?
2013,912775,814,1000000,1007549,NULL,100,2,2,NULL,NULL,NULL,NULL,NULL,630,NULL,NULL,NULL,3,NULL,NULL,730,21,1,4,42000,1,2,NULL,NULL,NULL,NULL,?
2013,914820,814,1000000,1007549,NULL,150,2,30,NULL,1,2100,1,1,NULL,NULL,NULL,550000,1,1,145000,NULL,NULL,1,1,145000,1,4,19,2305,68,1,?
2013,924114,814,1000000,1007549,NULL,150,2,80,NULL,NULL,NULL,NULL,NULL,3100,NULL,NULL,NULL,4,NULL,NULL,3335,23,1,7,173900,1,1,NULL,NULL,NULL,NULL,?
2013,924638,814,1000000,1007549,NULL,280,2,2,NULL,1,1800,1,1,NULL,250,NULL,400000,1,2,402000,NULL,NULL,3,1,402000,1,4,7,2333,32,3,?
2013,925927,814,1000000,1007549,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,790,NULL,NULL,NULL,5,NULL,NULL,830,11,1,7,90000,1,1,NULL,NULL,NULL,NULL,?
2013,931987,814,1000000,1007549,NULL,240,2,2,NULL,1,2200,1,1,NULL,NULL,NULL,650000,4,2,150700,NULL,NULL,1,1,150700,1,4,20,2540,49,3,?
2013,933581,814,1000000,1007549,NULL,20,2,3,NULL,NULL,NULL,NULL,NULL,950,NULL,NULL,NULL,5,NULL,NULL,970,19,1,6,61000,1,3,NULL,NULL,NULL,NULL,?
2013,936650,814,1000000,1007549,NULL,100,2,30,NULL,2,2100,1,1,NULL,NULL,NULL,280000,1,NULL,NULL,NULL,NULL,1,6,0,1,5,NULL,2303,26,NULL,?
2013,937165,814,1000000,1007549,NULL,40,2,1,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,3,5,50000,740,18,1,2,50000,1,2,NULL,NULL,NULL,10,?
2013,937185,814,1000000,1007549,NULL,180,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,40000,1,1,85000,NULL,NULL,1,1,85000,1,4,4,255,1,1,?
2013,939066,814,1000000,1007549,NULL,30,2,20,NULL,1,780,1,1,NULL,NULL,NULL,240000,3,NULL,NULL,NULL,NULL,1,6,55000,1,6,19,879,25,NULL,?
2013,941556,814,1000000,1007549,NULL,100,2,50,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,1000000,3,NULL,NULL,NULL,NULL,1,5,53100,1,7,24,1084,66,NULL,?
2013,944093,814,1000000,1007549,NULL,100,2,2,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,4,NULL,NULL,1342,9,1,7,187100,1,4,NULL,NULL,NULL,NULL,?
2013,944670,814,1000000,1007549,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,1,NULL,NULL,500,50,1,6,12000,1,3,NULL,NULL,NULL,NULL,?
2013,946540,814,1000000,1007549,NULL,60,2,20,NULL,1,3800,1,1,NULL,NULL,NULL,600000,3,1,413401,NULL,NULL,1,1,413401,1,3,11,3907,53,1,?
2013,949887,814,1000000,1007549,310,70,2,1,NULL,2,1100,1,1,NULL,NULL,NULL,180000,5,1,227500,NULL,NULL,1,1,227500,1,5,8,1538,30,1,?
2013,952348,814,1000000,1007549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,?
2013,953103,814,1000000,1007549,NULL,50,2,40,NULL,NULL,NULL,NULL,NULL,3100,NULL,NULL,NULL,13,NULL,NULL,3190,55,2,6,69000,2,2,NULL,NULL,NULL,NULL,?
2013,962832,814,1000000,1007549,NULL,120,2,2,NULL,1,1700,1,1,NULL,NULL,NULL,400000,1,NULL,NULL,NULL,NULL,2,6,40000,1,6,55,1846,23,NULL,?
