YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT,?
2011,1439683,812,1000000,1018237,,60,2,60,,,,,3,,,,60000,1,4,16800,,,1,1,16800,1,7,14,202,9,9,?
2011,1440745,812,1000000,1018237,,20,2,10,,1,550,1,1,,,,85000,5,,,,,5,4,20000,2,1,35,591,10,,?
2011,1442324,812,1000000,1018237,,40,2,30,,1,700,1,1,,,,100000,4,,,,,1,4,60000,1,5,15,773,18,,?
2011,1443759,812,1000000,1018237,,80,2,70,,,,,,690,,,,4,,,840,22,2,5,45600,1,1,,,,,?
2011,1446200,812,1000000,1018237,,70,2,60,,,,,3,,,,450000,3,4,104600,,,1,1,104600,1,7,4,351,27,9,?
2011,1454512,812,1000000,1018237,,40,1,40,,,,,,60,,,,1,1,6600,140,25,1,1,6600,1,1,,,,5,?
2011,1457128,812,1000000,1018237,,130,2,3,,1,1000,1,1,,,,150000,5,1,72000,,,1,1,72000,1,5,19,1159,10,1,?
2011,1459994,812,1000000,1018237,,30,2,40,,1,800,1,1,,,,93000,5,5,21000,,,2,2,39000,1,3,28,895,22,10,?
2011,1461606,812,1000000,1018237,130,100,2,10,,2,1200,1,1,,,,200000,7,,,,,1,4,95000,1,5,18,1451,27,,?
2011,1462363,812,1000000,1018237,,50,2,140,,2,2300,1,1,,,,450000,1,2,200000,,,1,1,200000,1,6,16,2630,36,3,?
2011,1464873,812,1000000,1018237,300,80,2,2,,1,1300,1,1,,,,290000,10,,,,,1,4,53000,1,2,38,1680,25,,?
2011,1469968,812,1000000,1018237,,80,1,3,,,,,,500,,,,14,,,580,35,1,4,20000,1,2,,,,,?
2011,1471302,812,1000000,1018237,,100,1,80,,1,410,1,1,,,,130000,2,5,27400,,,2,2,27400,1,5,28,641,15,10,?
2011,1472111,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,1477096,812,1000000,1018237,,50,2,50,,,,,,,,,,1,,,,,1,6,12000,1,7,,,,,?
2011,1477856,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,1481770,812,1000000,1018237,,270,2,2,,,,,,750,,,,3,,,1020,101,1,4,10000,1,1,,,,,?
2011,1483934,812,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,1484848,812,1000000,1018237,,160,2,20,,,,,3,,,,125000,5,4,46704,,,1,1,46704,1,7,11,419,20,9,?
2011,1487161,812,1000000,1018237,,30,2,20,,,,,,1400,,,,4,,,1450,21,1,7,81100,1,1,,,,,?
2011,1487211,812,1000000,1018237,,60,2,70,,1,700,1,1,,,,100000,1,,,,,1,4,44000,1,6,23,855,42,,?
2011,1492272,812,1000000,1018237,,100,2,20,,1,2700,1,1,,,,588000,15,1,168000,,,1,1,168000,1,1,20,2845,63,1,?
2011,1494858,812,1000000,1018237,,1,1,1,,,,,,570,,,,8,,,570,44,1,6,15700,1,3,,,,,?
2011,1498801,812,1000000,1018237,,120,2,3,,2,720,1,2,,,,175000,4,4,56800,,,2,1,56800,1,6,21,981,22,9,?
2011,1499798,812,1000000,1018237,170,70,2,1,,2,1000,2,1,,,,280000,7,1,85200,,,3,1,85200,1,3,18,1263,1,1,?
2011,1500077,812,1000000,1018237,110,70,2,20,,2,400,1,1,,130,,185000,1,,,,,1,6,38000,1,4,24,755,18,,?
2011,4596,813,1000000,1018237,,40,2,40,,1,1900,1,1,,,,540000,12,1,202000,,,1,1,202000,1,3,12,2005,29,1,?
2011,12876,813,1000000,1018237,4,30,1,30,,,,,3,,,,141000,2,,,,,1,4,7600,1,7,36,227,17,,?
2011,16574,813,1000000,1018237,,20,2,2,,,,,,990,,,,8,,,1010,24,1,6,50000,1,3,,,,,?
2011,20434,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,30367,813,1000000,1018237,370,60,2,10,,,,,3,,,,500000,8,,,,,1,4,379500,1,5,2,696,34,,?
2011,31717,813,1000000,1018237,,40,2,3,,,,,,1300,,,,8,1,106300,1340,15,1,1,106300,1,1,,,,1,?
2011,37031,813,1000000,1018237,,1,2,1,,,,,,400,,,,4,,,400,35,1,4,13600,1,2,,,,,?
2011,37199,813,1000000,1018237,,30,2,50,,1,740,1,1,,350,,130000,3,,,,,1,6,33800,1,5,42,1172,19,,?
2011,42027,813,1000000,1018237,,150,2,50,,,,,,3100,,,,8,7,80000,3340,26,1,3,155000,1,1,,,,13,?
2011,43416,813,1000000,1018237,300,300,2,200,,,,,3,,,,215000,8,7,30000,,,2,3,40000,1,4,32,1083,20,13,?
2011,43522,813,1000000,1018237,,130,1,2,,,,,,530,,,,2,7,6000,694,50,2,3,16800,1,3,,,,14,?
2011,45358,813,1000000,1018237,,30,2,1,,,,,,650,,,,1,,,680,101,1,4,1510,1,1,,,,,?
2011,46370,813,1000000,1018237,,70,2,20,,,,,,560,,,,1,,,666,89,1,4,9000,1,2,,,,,?
2011,49322,813,1000000,1018237,,1,2,1,,,,,3,,,,600000,13,7,275000,,,1,3,275000,1,2,1,316,40,13,?
2011,50858,813,1000000,1018237,,80,2,10,,1,1800,1,1,,,,320000,1,,,,,1,6,91020,1,3,25,1907,26,,?
2011,52998,813,1000000,1018237,,1,1,1,,,,,,30,,,,5,,,30,,1,6,0,1,1,,,,,?
2011,55634,813,1000000,1018237,,180,2,60,,1,1600,1,1,,250,,280000,1,1,156500,,,1,1,156500,1,4,16,2140,27,1,?
2011,55877,813,1000000,1018237,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,?
2011,65164,813,1000000,1018237,,1,1,1,,,,,,210,,,,5,,,210,32,2,6,7900,2,7,,,,,?
2011,73573,813,1000000,1018237,,50,2,60,,,,,3,,,,400000,1,1,126650,,,1,1,126650,1,7,3,327,23,1,?
2011,74882,813,1000000,1018237,,30,2,20,,2,350,2,1,,,,229000,1,,,,,1,6,25960,1,7,30,649,24,,?
2011,94868,813,1000000,1018237,,1,2,1,,,,,,3100,,,,8,4,158600,3100,23,1,1,158600,1,5,,,,9,?
2011,98151,813,1000000,1018237,,20,1,3,,,,,,250,,,,5,,,270,27,1,4,11800,1,3,,,,,?
2011,100486,813,1000000,1018237,,120,2,2,,,,,,390,,,,1,,,543,45,1,6,14500,1,5,,,,,?
2011,102740,813,1000000,1018237,,110,2,2,,,,,,1000,,,,3,5,70000,1160,20,1,2,70000,1,4,,,,10,?
2011,103727,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,106718,813,1000000,1018237,,120,2,470,,1,1600,1,1,,130,,325000,1,7,112000,,,1,3,112000,1,5,25,2341,27,13,?
2011,115133,813,1000000,1018237,,70,2,20,,,,,3,,,,170000,1,7,67200,,,1,3,67200,1,2,5,297,21,13,?
2011,119165,813,1000000,1018237,,90,2,2,,,,,,700,,,,5,,,790,53,1,6,18000,1,1,,,,,?
2011,120409,813,1000000,1018237,,20,2,40,,1,2400,1,1,,,,430000,1,,,,,1,6,200000,1,1,15,2507,24,,?
2011,123335,813,1000000,1018237,,150,2,2,,,,,,900,,,,1,,,1063,54,1,6,23500,1,1,,,,,?
2011,123466,813,1000000,1018237,,40,2,20,,2,900,1,1,,,,120000,2,1,92100,,,1,1,92100,1,2,13,1019,42,1,?
2011,123744,813,1000000,1018237,,1,2,1,,,,,,700,,,,5,7,29900,700,28,2,3,29900,1,2,,,,13,?
2011,124066,813,1000000,1018237,,150,2,80,,,,,3,,,,200000,3,1,28000,,,1,1,28000,1,6,23,538,28,1,?
2011,125372,813,1000000,1018237,,190,2,30,,1,1200,1,1,,200,,230000,7,1,82000,,,2,1,82000,1,5,24,1630,25,1,?
2011,128439,813,1000000,1018237,,50,2,130,,,,,3,,,,85000,1,,,,,1,6,26000,1,6,14,305,10,,?
2011,132025,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,132623,813,1000000,1018237,,1,2,1,,,,,,200,,,,6,,,200,28,1,4,8450,1,3,,,,,?
2011,137185,813,1000000,1018237,,50,2,3,,,,,,720,,,,6,1,30000,770,31,1,1,30000,1,1,,,,4,?
2011,139380,813,1000000,1018237,,40,2,30,,,,,3,,,,280000,3,3,13000,,,3,1,13000,1,7,30,325,29,7,?
2011,140464,813,1000000,1018237,340,40,2,3,,2,1200,2,1,,,,250000,1,,,,,1,6,75000,1,3,28,1747,29,,?
2011,146441,813,1000000,1018237,,100,1,60,,,,,,1300,,,,2,,,1500,25,3,5,71000,1,1,,,,,?
2011,148252,813,1000000,1018237,,130,2,2,,,,,,1000,,,,6,2,32000,1163,44,2,1,32000,1,4,,,,3,?
2011,149675,813,1000000,1018237,,1,2,1,,,,,,1200,,,,3,1,85500,1200,17,1,1,85500,1,4,,,,1,?
2011,151529,813,1000000,1018237,,,,,,,,,,,,4,450000,1,,,,,,,,,,,,,,?
2011,153030,813,1000000,1018237,,1,2,1,,,,,,640,,,,1,1,81000,640,9,1,1,81000,1,5,,,,4,?
2011,156066,813,1000000,1018237,,40,2,3,,,,,,1200,,,,7,1,90000,1240,17,1,1,90000,1,3,,,,1,?
2011,157098,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,161059,813,1000000,1018237,,280,2,2,,1,790,1,1,,,,300000,1,1,115000,,,2,1,115000,1,6,11,1072,18,1,?
2011,164828,813,1000000,1018237,,120,2,50,,1,1200,1,1,,,,206000,1,1,90000,,,1,1,90000,1,4,19,1429,22,1,?
2011,164831,813,1000000,1018237,,70,2,2,,1,1500,1,1,,,,260000,1,,,,,1,6,120300,1,4,16,1620,29,,?
2011,165281,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,166226,813,1000000,1018237,,100,2,2,,1,1500,1,1,,,,250000,1,,,,,1,7,95000,1,3,20,1602,16,,?
2011,172498,813,1000000,1018237,790,60,2,1,,2,2000,1,1,,,,300000,8,8,105400,,,1,3,105400,1,3,33,2878,28,15,?
2011,175896,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,176119,813,1000000,1018237,,150,2,100,,,,,,800,,,,1,,,1217,29,1,6,50000,1,3,,,,,?
2011,180013,813,1000000,1018237,,40,1,3,,,,,,530,,,,3,4,18000,570,38,1,1,18000,1,1,,,,9,?
2011,182079,813,1000000,1018237,,50,2,50,,,,,3,,,,150000,1,,,,,1,6,21700,1,5,11,200,22,,?
2011,184361,813,1000000,1018237,,50,2,30,,,,,3,,,,132000,3,,,,,5,7,34990,1,4,7,218,16,,?
2011,185914,813,1000000,1018237,300,90,2,2,,2,1200,1,1,,,,250000,6,,,,,1,6,45500,1,5,43,1623,26,,?
2011,187942,813,1000000,1018237,,100,2,120,,1,1100,1,1,,300,,225000,4,,,,,1,5,115000,1,4,17,1640,24,,?
2011,188399,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,189239,813,1000000,1018237,,30,2,50,,,,,,560,,,,1,,,649,26,4,4,30000,2,4,,,,,?
2011,193628,813,1000000,1018237,,1,2,3,,,,,,300,,,,2,,,300,35,1,4,10200,1,5,,,,,?
2011,194174,813,1000000,1018237,,230,2,2,,,,,3,,,,200000,1,,,,,1,6,29100,1,5,16,396,22,,?
2011,195562,813,1000000,1018237,,20,2,60,,1,1300,1,1,,130,,310000,3,,,,,1,5,147000,1,4,12,1527,28,,?
2011,197177,813,1000000,1018237,,70,2,40,,,,,,750,,,,1,,,863,30,1,5,35000,1,1,,,,,?
2011,198852,813,1000000,1018237,,40,2,3,,,,,,1300,,,,6,,,1370,16,1,7,105000,1,1,,,,,?
2011,201036,813,1000000,1018237,,40,2,140,,,,,,850,,,,1,,,1047,101,2,7,8430,1,1,,,,,?
2011,204536,813,1000000,1018237,,10,2,50,1000,1,610,1,1,,,,225000,1,,,,,1,4,21000,1,6,45,785,14,,?
2011,209974,813,1000000,1018237,,30,2,1,,,,,,1400,,,,6,,,1430,17,1,7,102200,1,3,,,,,?
2011,210247,813,1000000,1018237,,70,2,2,,1,840,1,1,,,,120000,1,7,24000,,,2,3,24000,1,5,52,1043,18,13,?
2011,210707,813,1000000,1018237,790,120,2,3,,,,,3,,,,550000,6,4,73000,,,1,1,73000,1,5,20,1191,40,9,?
2011,217254,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,217506,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,219518,813,1000000,1018237,,80,2,20,,,,,,670,,,,3,,,770,24,1,6,39000,1,3,,,,,?
2011,232133,813,1000000,1018237,390,30,2,1,,2,900,2,1,,,,165000,4,1,180100,,,1,1,180100,1,1,10,1505,32,1,?
2011,235795,813,1000000,1018237,,130,2,40,,1,1300,1,1,,,,500000,1,4,236000,,,1,1,236000,1,7,8,1503,25,9,?
2011,243282,813,1000000,1018237,,70,2,2,,1,1300,1,1,,,,230000,3,,,,,1,5,126000,1,2,13,1387,24,,?
2011,243360,813,1000000,1018237,,50,2,300,,1,1000,1,1,,210,,700000,5,2,120000,,,1,1,120000,1,5,16,1618,42,3,?
2011,251316,813,1000000,1018237,,280,2,280,,1,1400,1,1,,,,185000,1,1,98300,,,1,1,98300,1,6,24,1969,26,1,?
2011,252567,813,1000000,1018237,,120,2,1,,,,,,1800,,,,7,,,1920,16,1,7,148000,1,2,,,,,?
2011,252662,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,255876,813,1000000,1018237,,90,2,3,,,,,,660,,,,13,,,752,20,1,6,45000,1,2,,,,,?
2011,258613,813,1000000,1018237,,30,2,30,,1,980,1,1,,340,,220000,8,,,,,1,6,20000,1,4,84,1398,21,,?
2011,261127,813,1000000,1018237,,220,2,2,,1,1300,1,1,,,,80000,1,1,56800,,,2,1,56800,1,4,34,1595,13,1,?
2011,265491,813,1000000,1018237,,60,2,60,,,,,3,,,,100000,1,,,,,2,4,15500,2,7,23,298,19,,?
2011,276177,813,1000000,1018237,,40,2,50,,2,1200,2,1,,,,282000,2,,,,,1,4,61000,1,2,29,1479,22,,?
2011,281811,813,1000000,1018237,,50,2,50,,,,,,750,,,,5,,,850,44,1,7,23400,1,1,,,,,?
2011,288724,813,1000000,1018237,,30,2,3,,,,,,680,,,,6,,,710,101,2,5,1480,2,1,,,,,?
2011,289684,813,1000000,1018237,,40,2,10,,,,,,1400,,,,8,,,1462,11,1,4,160000,1,3,,,,,?
2011,297576,813,1000000,1018237,,70,2,70,,,,,,3100,,,,10,,,3256,10,1,5,391050,1,1,,,,,?
2011,298621,813,1000000,1018237,,50,2,1,,,,,,1400,,,,7,,,1450,26,1,7,66000,1,2,,,,,?
2011,304186,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,307527,813,1000000,1018237,,60,2,60,,1,1600,1,1,,,,230000,1,,,,,5,4,109000,1,3,19,1723,24,,?
2011,311954,813,1000000,1018237,,80,2,20,,1,700,1,1,,,,150000,2,,,,,1,4,31140,1,5,32,820,20,,?
2011,319895,813,1000000,1018237,,60,2,130,,,,,3,,,,200000,2,,,,,1,7,24000,1,7,18,362,22,,?
2011,320054,813,1000000,1018237,,20,2,240,,2,2400,1,1,,,,420000,1,1,144000,,,1,1,144000,1,5,25,3010,38,1,?
2011,322031,813,1000000,1018237,,80,1,2,,,,,,180,,,,6,4,17020,260,18,2,1,17020,2,6,,,,9,?
2011,325814,813,1000000,1018237,,20,1,3,,,,,,180,,,,7,,,200,14,1,4,17000,1,3,,,,,?
2011,329155,813,1000000,1018237,,150,2,2,,1,1400,1,1,,,,350000,3,1,110000,,,1,1,110000,1,3,17,1600,25,4,?
2011,330985,813,1000000,1018237,,70,2,30,,2,1300,1,1,,,,260000,3,1,63000,,,1,1,63000,1,1,28,1470,23,1,?
2011,334874,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,336920,813,1000000,1018237,,1,1,1,,,,,,50,,,,2,8,8300,50,7,1,3,8300,1,3,,,,15,?
2011,337212,813,1000000,1018237,,40,2,1,,,,,,1100,,,,9,,,1182,11,1,4,131000,1,2,,,,,?
2011,339960,813,1000000,1018237,230,20,2,1,,2,630,1,1,,,,94000,3,,,,,1,6,40004,1,3,27,894,14,,?
2011,339978,813,1000000,1018237,240,40,2,1,,1,1000,1,1,,,,200000,9,,,,,1,4,63000,1,3,24,1280,24,,?
2011,342400,813,1000000,1018237,,160,2,230,,,,,3,,,,19000,1,,,,,1,4,9600,1,7,51,405,1,,?
2011,343781,813,1000000,1018237,,110,2,2,,,,,,550,,,,3,,,660,24,1,7,33000,1,3,,,,,?
2011,344173,813,1000000,1018237,,350,2,4,,2,2000,2,1,,,,400000,5,1,118300,,,1,1,118300,1,3,27,2704,32,1,?
2011,344388,813,1000000,1018237,,30,2,1,,,,,,1500,,,,7,,,1530,11,1,4,170000,1,1,,,,,?
2011,348414,813,1000000,1018237,,130,2,2,,1,730,1,1,,,,200000,2,1,113500,,,2,1,113500,1,6,10,905,22,1,?
2011,352027,813,1000000,1018237,,140,2,160,,1,700,1,1,,,,140000,2,,,,,2,6,21000,2,7,59,1030,18,,?
2011,363933,813,1000000,1018237,,40,2,1,,,,,,1300,,,,6,,,1340,20,1,7,81100,1,2,,,,,?
2011,364440,813,1000000,1018237,,1,1,1,,,,,,210,,,,4,,,210,16,1,4,15300,1,3,,,,,?
2011,365255,813,1000000,1018237,,,,,,,,,,440,,1,,8,,,,,,,,,,,,,,?
2011,369481,813,1000000,1018237,,90,2,2,,,,,,850,,,,3,2,34000,978,35,2,1,34000,1,1,,,,3,?
2011,370064,813,1000000,1018237,,1,2,1,,,,,,30,,,,2,8,910,30,40,1,3,910,1,6,,,,15,?
2011,370654,813,1000000,1018237,,20,2,3,,,,,,520,,,,4,,,540,94,1,4,6900,1,1,,,,,?
2011,372304,813,1000000,1018237,,40,2,1,,,,,,1400,,,,8,,,1440,30,1,4,57000,1,2,,,,,?
2011,374416,813,1000000,1018237,,50,2,50,,,,,,900,,,,3,,,1000,26,1,6,47000,1,2,,,,,?
2011,375359,813,1000000,1018237,,60,2,80,,1,1300,1,1,,50,,260000,3,1,100000,,,1,1,100000,1,3,18,1523,25,1,?
2011,377563,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,378882,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,380741,813,1000000,1018237,,40,2,100,,,,,3,,,,125000,2,,,,,1,6,14700,1,7,26,322,17,,?
2011,386987,813,1000000,1018237,,1,2,1,,,,,,2000,,,,10,,,2000,37,1,4,65000,1,1,,,,,?
2011,388847,813,1000000,1018237,,1,2,1,,,,,,260,,,,2,,,260,101,4,6,580,1,5,,,,,?
2011,389490,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,390810,813,1000000,1018237,,60,2,2,,,,,3,,,,150000,2,1,214000,,,1,1,214000,1,7,1,160,18,1,?
2011,393850,813,1000000,1018237,,70,2,2,,1,1200,1,1,,,,170000,3,,,,,1,5,82400,1,1,19,1277,20,,?
2011,396192,813,1000000,1018237,,1,1,1,,,,,,210,,,,4,,,210,30,2,6,8500,2,4,,,,,?
2011,398429,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,399092,813,1000000,1018237,,100,2,2,,1,1600,1,1,,,,320000,1,,,,,1,5,195000,1,5,11,1725,30,,?
2011,399759,813,1000000,1018237,,50,2,20,,,,,,880,,,,1,,,970,40,1,7,29300,1,3,,,,,?
2011,401588,813,1000000,1018237,,1,2,1,,,,,,210,,,,1,,,210,30,1,4,8500,1,3,,,,,?
2011,402419,813,1000000,1018237,,2,2,3,,,,,,480,,,,1,,,480,45,1,6,12700,1,4,,,,,?
2011,403092,813,1000000,1018237,,60,2,100,,1,1700,1,1,,,,400000,1,1,220000,,,1,1,220000,1,4,10,1862,31,1,?
2011,405662,813,1000000,1018237,,30,1,3,,,,,,180,,,,1,8,8100,210,31,1,3,8100,1,4,,,,15,?
2011,410070,813,1000000,1018237,,200,2,190,,1,700,1,2,,,,175000,1,5,29400,,,2,2,29400,1,4,46,1128,19,10,?
2011,416962,813,1000000,1018237,,120,2,2,,,,,,700,,,,4,,,840,54,1,4,18500,1,1,,,,,?
2011,417876,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,418282,813,1000000,1018237,,50,2,10,,,,,,1600,,,,8,8,3600,1663,101,1,3,3620,1,3,,,,15,?
2011,423504,813,1000000,1018237,,130,2,130,,,,,3,,,,255000,2,4,33800,,,1,1,33800,1,6,19,526,22,9,?
2011,423981,813,1000000,1018237,,1,2,1,,,,,,410,,,,5,,,410,101,1,6,2100,1,4,,,,,?
2011,425782,813,1000000,1018237,,80,2,2,,,,,,450,,,,1,,,530,32,1,4,20000,1,1,,,,,?
2011,427895,813,1000000,1018237,,70,2,2,,,,,3,,,,46000,1,,,,,2,6,15600,2,7,20,263,30,,?
2011,432193,813,1000000,1018237,,40,2,40,,1,760,1,1,,,,240000,2,,,,,1,4,45300,1,2,24,890,23,,?
2011,435756,813,1000000,1018237,790,40,2,3,,2,2300,2,1,,,,250000,5,,,,,1,5,60000,1,5,67,3371,37,,?
2011,442069,813,1000000,1018237,,90,2,160,,,,,3,,,,50000,1,1,127940,,,1,1,127940,1,7,4,427,24,1,?
2011,444718,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,446109,813,1000000,1018237,,100,2,2,,1,1900,1,1,,,,350000,1,1,91700,,,1,1,91700,1,1,27,2040,32,1,?
2011,446129,813,1000000,1018237,,80,2,20,,1,1600,1,1,,,,190000,2,2,55940,,,1,1,55940,1,7,38,1758,22,6,?
2011,455218,813,1000000,1018237,,60,2,2,,1,1200,1,1,,,,200000,1,,,,,1,5,70000,1,5,22,1277,14,,?
2011,456547,813,1000000,1018237,,110,2,2,,,,,,830,,,,2,,,960,31,1,5,36800,1,1,,,,,?
2011,458711,813,1000000,1018237,,70,2,1,,,,,,3100,,,,1,2,123500,3170,31,1,1,123500,1,1,,,,6,?
2011,459985,813,1000000,1018237,,40,2,3,,,,,,800,,,,1,,,840,67,4,4,15000,1,2,,,,,?
2011,468701,813,1000000,1018237,,20,2,3,,,,,,220,,,,3,,,240,27,3,6,10500,2,3,,,,,?
2011,468841,813,1000000,1018237,,100,2,1,,,,,,660,,,,1,,,760,17,1,4,53000,1,3,,,,,?
2011,469060,813,1000000,1018237,,30,2,20,,1,1300,1,1,,,,284000,1,,,,,1,6,53000,1,2,31,1352,23,,?
2011,470928,813,1000000,1018237,350,270,2,40,,,,,3,,,,450000,8,,,,,1,6,55200,1,4,22,993,48,,?
2011,474999,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,475253,813,1000000,1018237,,60,2,2,,1,1700,1,1,,,,180000,12,1,115000,,,1,1,115000,1,3,18,1760,23,1,?
2011,476765,813,1000000,1018237,410,50,2,1,,2,1600,1,1,,,,340000,8,1,199700,,,1,1,199700,1,4,12,2060,31,1,?
2011,479035,813,1000000,1018237,,1,2,3,,,,,,760,,,,7,,,760,84,1,6,10900,1,4,,,,,?
2011,480977,813,1000000,1018237,,,,,,,,,,,,4,450000,1,,,,,,,,,,,,,,?
2011,483177,813,1000000,1018237,420,1,2,3,,1,1500,1,1,,,,250000,14,,,,,2,6,50000,2,2,46,1920,26,,?
2011,486066,813,1000000,1018237,,60,2,30,,,,,,550,,,,3,,,640,21,1,6,36300,1,5,,,,,?
2011,487355,813,1000000,1018237,,150,2,2,,2,1900,1,1,,,,350000,2,,,,,1,6,70000,1,3,37,2163,28,,?
2011,490182,813,1000000,1018237,300,40,2,1,,,,,3,,,,235000,8,,,,,1,6,22200,1,5,26,482,25,,?
2011,490394,813,1000000,1018237,,20,2,30,,,,,,550,,,,5,,,600,18,2,4,40000,1,1,,,,,?
2011,491672,813,1000000,1018237,150,30,2,2,,2,1200,1,1,,300,,250000,10,,,,,1,4,125000,1,3,16,1697,24,,?
2011,497969,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,498143,813,1000000,1018237,,80,2,70,,1,1100,1,1,,,,160000,3,7,35600,,,2,3,35600,1,5,45,1333,18,13,?
2011,499691,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,499941,813,1000000,1018237,,200,2,100,,2,1700,2,1,,,,425000,7,1,73000,,,1,1,73000,1,5,37,2254,31,1,?
2011,504213,813,1000000,1018237,790,240,2,3,,2,1100,1,1,,400,,550000,11,,,,,1,5,205000,1,3,15,2554,52,,?
2011,512817,813,1000000,1018237,,1,2,3,,,,,,970,,,,6,,,970,30,1,7,39080,1,1,,,,,?
2011,516226,813,1000000,1018237,,10,2,1,,,,,,780,,,,1,,,790,41,1,6,23300,1,2,,,,,?
2011,522133,813,1000000,1018237,,20,2,100,,,,,,510,,,,2,,,630,50,1,4,15260,1,1,,,,,?
2011,522569,813,1000000,1018237,130,90,2,2,,2,600,1,1,,,,160000,3,,,,,1,6,58000,1,5,18,856,19,,?
2011,524024,813,1000000,1018237,,110,2,70,,1,1100,1,2,,,,250000,1,1,58100,,,2,1,58100,1,5,27,1317,24,1,?
2011,524430,813,1000000,1018237,,460,2,2,,1,2100,1,1,,,,350000,1,1,121200,,,1,1,121200,1,5,26,2640,31,4,?
2011,525956,813,1000000,1018237,,10,2,120,,1,1800,1,1,,,,260000,1,,,,,1,4,91000,1,3,26,1947,24,,?
2011,526164,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,526717,813,1000000,1018237,,1,1,3,,,,,,680,,,,3,2,47400,680,17,1,1,47400,1,1,,,,3,?
2011,526900,813,1000000,1018237,,50,1,2,,,,,,170,,,,5,,,220,16,1,5,16600,1,4,,,,,?
2011,534856,813,1000000,1018237,,50,2,1,,,,,,950,,,,4,,,1000,22,1,4,55000,1,3,,,,,?
2011,538269,813,1000000,1018237,,110,2,2,,,,,,830,,,,1,,,940,56,1,6,20000,1,1,,,,,?
2011,539345,813,1000000,1018237,,60,2,40,,2,1100,1,1,,100,,320000,1,1,85000,,,1,1,85000,1,4,19,1355,29,1,?
2011,541361,813,1000000,1018237,,110,1,3,,,,,,730,,,,3,2,46300,840,22,2,1,46300,2,4,,,,3,?
2011,541740,813,1000000,1018237,,80,2,2,,1,1100,1,1,,80,,260000,3,1,31000,,,1,1,31000,1,3,51,1312,24,1,?
2011,544147,813,1000000,1018237,,40,2,3,,,,,,1000,,,,6,4,61300,1040,20,1,1,61300,1,6,,,,9,?
2011,544155,813,1000000,1018237,,30,2,70,,1,970,1,1,,220,,134000,2,,,,,2,6,42600,1,6,37,1306,17,,?
2011,546202,813,1000000,1018237,,60,2,200,,1,1000,1,1,,100,,460000,3,1,69000,,,1,1,69000,1,5,27,1527,24,1,?
2011,549729,813,1000000,1018237,,1,1,1,,,,,,130,,,,1,7,10600,130,15,1,3,10600,1,3,,,,13,?
2011,551160,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,?
2011,555087,813,1000000,1018237,,1,2,1,,,,,,170,,,,1,,,170,28,1,6,7300,1,1,,,,,?
2011,557193,813,1000000,1018237,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,?
2011,557807,813,1000000,1018237,,30,2,1,,,,,,1100,,,,2,,,1130,26,1,7,52900,1,2,,,,,?
