YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT
2012,275923,4104,1000000,1010207,NULL,150,1,350,NULL,2,1600,2,1,NULL,700,NULL,475000,7,3,155100,NULL,NULL,1,1,155100,1,5,26,3350,30,7
2012,279133,4104,1000000,1010207,NULL,130,2,50,NULL,1,920,1,1,NULL,510,NULL,180000,5,4,98800,NULL,NULL,1,1,98800,1,5,21,1707,15,9
2012,280876,4104,1000000,1010207,NULL,80,2,20,NULL,1,1100,1,1,NULL,NULL,NULL,300000,12,3,78700,NULL,NULL,4,1,78700,1,3,19,1269,30,7
2012,284543,4104,1000000,1010207,NULL,150,2,70,NULL,2,1400,1,1,NULL,NULL,NULL,260000,8,2,86000,NULL,NULL,1,1,86000,1,1,25,1803,24,3
2012,294808,4104,1000000,1010207,NULL,90,2,50,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,9,1,63000,1442,27,1,1,63000,1,1,NULL,NULL,NULL,1
2012,297365,4104,1000000,1010207,NULL,100,2,110,NULL,1,1400,1,1,NULL,NULL,NULL,221000,10,2,84030,NULL,NULL,1,1,84030,1,4,23,1616,24,3
2012,298801,4104,1000000,1010207,NULL,30,2,20,NULL,NULL,NULL,NULL,NULL,430,NULL,NULL,NULL,1,NULL,NULL,482,19,1,6,30000,1,1,NULL,NULL,NULL,NULL
2012,300928,4104,1000000,1010207,NULL,80,2,60,NULL,1,560,1,1,NULL,NULL,NULL,150000,7,NULL,NULL,NULL,NULL,1,6,62100,1,5,15,754,21,NULL
2012,303297,4104,1000000,1010207,NULL,120,2,100,NULL,2,1200,1,1,NULL,NULL,NULL,165000,8,5,39000,NULL,NULL,1,2,39000,1,4,47,1520,16,10
2012,309293,4104,1000000,1010207,NULL,40,2,20,NULL,2,1000,1,1,NULL,NULL,NULL,180000,6,NULL,NULL,NULL,NULL,1,6,73100,1,4,19,1168,22,NULL
2012,310279,4104,1000000,1010207,NULL,100,2,30,NULL,2,710,2,1,NULL,1000,NULL,175000,5,NULL,NULL,NULL,NULL,1,5,43400,1,2,57,2065,24,NULL
2012,322465,4104,1000000,1010207,NULL,100,2,20,NULL,1,1300,1,1,NULL,NULL,NULL,214000,14,1,74100,NULL,NULL,1,1,74100,1,3,24,1499,21,1
2012,323265,4104,1000000,1010207,NULL,80,2,40,NULL,1,930,1,1,NULL,NULL,NULL,165000,6,1,52000,NULL,NULL,1,1,52000,1,5,25,1062,19,1
2012,324329,4104,1000000,1010207,NULL,350,2,10,NULL,1,1500,1,1,NULL,NULL,NULL,375000,7,1,303500,NULL,NULL,1,1,303500,1,5,7,1868,24,1
2012,327502,4104,1000000,1010207,NULL,50,2,80,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,147000,5,4,33784,NULL,NULL,1,1,33784,1,5,13,354,18,9
2012,333723,4104,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,336639,4104,1000000,1010207,240,100,2,180,NULL,2,1000,1,1,NULL,NULL,NULL,150000,6,4,88900,NULL,NULL,1,1,88900,1,5,21,1520,16,9
2012,343918,4104,1000000,1010207,NULL,80,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,215000,5,2,69100,NULL,NULL,1,1,69100,1,3,6,352,23,3
2012,344390,4104,1000000,1010207,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,530,NULL,NULL,NULL,5,NULL,NULL,530,79,1,4,8100,1,1,NULL,NULL,NULL,NULL
2012,345371,4104,1000000,1010207,NULL,40,2,20,NULL,2,1200,1,1,NULL,NULL,NULL,190000,7,1,64000,NULL,NULL,1,1,64000,1,4,25,1322,24,1
2012,345663,4104,1000000,1010207,NULL,80,2,30,NULL,2,760,2,1,NULL,NULL,NULL,200000,5,1,62500,NULL,NULL,1,1,62500,1,5,20,1038,21,1
2012,347639,4104,1000000,1010207,NULL,110,2,80,NULL,1,1400,1,1,NULL,NULL,NULL,207000,7,1,117600,NULL,NULL,1,1,117600,1,5,16,1597,22,1
2012,349439,4104,1000000,1010207,NULL,370,2,2,NULL,1,1300,1,1,NULL,NULL,NULL,180000,8,1,100600,NULL,NULL,2,1,100600,1,4,20,1710,24,1
2012,350542,4104,1000000,1010207,NULL,2,2,3,NULL,NULL,NULL,NULL,NULL,960,NULL,NULL,NULL,7,3,89000,960,13,1,1,89000,1,1,NULL,NULL,NULL,7
2012,364644,4104,1000000,1010207,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,540,NULL,NULL,NULL,3,NULL,NULL,580,43,1,6,16020,1,4,NULL,NULL,NULL,NULL
2012,368464,4104,1000000,1010207,NULL,50,2,2,NULL,NULL,NULL,NULL,NULL,690,NULL,NULL,NULL,7,NULL,NULL,740,9,2,4,100000,1,3,NULL,NULL,NULL,NULL
2012,378119,4104,1000000,1010207,NULL,50,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,250000,5,4,67200,NULL,NULL,1,1,67200,1,7,7,374,22,9
2012,383428,4104,1000000,1010207,NULL,300,2,2,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,6,NULL,NULL,1413,23,1,4,75000,1,3,NULL,NULL,NULL,NULL
2012,402149,4104,1000000,1010207,NULL,170,2,20,NULL,1,980,1,1,NULL,50,NULL,185000,6,2,134000,NULL,NULL,1,1,134000,1,4,12,1295,14,3
2012,416129,4104,1000000,1010207,170,130,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,270000,8,4,92100,NULL,NULL,2,1,92100,1,4,6,475,25,9
2012,430475,4104,1000000,1010207,NULL,100,2,100,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,8,1,79600,1400,21,1,1,79600,1,1,NULL,NULL,NULL,2
2012,430717,4104,1000000,1010207,NULL,140,2,30,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,8,1,121000,1530,15,1,1,121000,1,3,NULL,NULL,NULL,1
2012,438401,4104,1000000,1010207,NULL,120,2,2,NULL,1,740,1,1,NULL,NULL,NULL,150000,6,2,33000,NULL,NULL,1,1,33000,1,3,31,865,18,3
2012,442413,4104,1000000,1010207,NULL,90,2,20,NULL,2,1100,1,1,NULL,NULL,NULL,250000,11,1,95000,NULL,NULL,4,1,95000,1,3,15,1215,18,1
2012,448151,4104,1000000,1010207,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,449949,4104,1000000,1010207,NULL,60,2,40,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,5,1,74000,1254,20,1,1,74000,1,3,NULL,NULL,NULL,2
2012,451823,4104,1000000,1010207,NULL,190,2,30,NULL,1,1200,1,1,NULL,300,NULL,140000,5,1,87200,NULL,NULL,1,1,87200,1,5,26,1887,26,1
2012,452162,4104,1000000,1010207,NULL,100,2,120,NULL,1,1500,1,1,NULL,NULL,NULL,250000,9,1,200400,NULL,NULL,1,1,200400,1,4,10,1724,22,1
2012,453153,4104,1000000,1010207,NULL,70,2,50,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,300000,7,1,136300,NULL,NULL,1,1,136300,1,5,4,406,25,1
2012,455487,4104,1000000,1010207,NULL,200,2,2,NULL,2,1300,1,1,NULL,NULL,NULL,180000,9,1,102900,NULL,NULL,3,1,102900,1,4,19,1600,24,1
2012,471030,4104,1000000,1010207,NULL,200,2,200,NULL,2,1200,2,1,NULL,NULL,NULL,475000,7,3,95000,NULL,NULL,1,1,95000,1,4,26,2021,38,7
2012,477290,4104,1000000,1010207,NULL,70,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,290000,8,4,116400,NULL,NULL,1,1,116400,1,4,3,267,25,9
2012,481274,4104,1000000,1010207,NULL,80,2,30,NULL,NULL,NULL,NULL,NULL,920,NULL,NULL,NULL,7,NULL,NULL,1030,34,1,4,36000,1,1,NULL,NULL,NULL,NULL
2012,487917,4104,1000000,1010207,NULL,30,2,20,NULL,NULL,NULL,NULL,NULL,930,NULL,NULL,NULL,7,5,177200,980,7,1,2,177200,1,3,NULL,NULL,NULL,10
2012,488499,4104,1000000,1010207,NULL,120,2,2,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,5,7,22000,900,49,1,3,22000,1,3,NULL,NULL,NULL,13
2012,491866,4104,1000000,1010207,NULL,40,2,60,NULL,1,650,1,1,NULL,NULL,NULL,175000,6,NULL,NULL,NULL,NULL,1,6,45500,1,5,20,754,18,NULL
2012,493477,4104,1000000,1010207,NULL,60,2,80,NULL,1,660,1,1,NULL,NULL,NULL,160000,5,NULL,NULL,NULL,NULL,1,4,27500,1,5,35,804,17,NULL
2012,493556,4104,1000000,1010207,NULL,170,1,2,4900,2,330,2,2,NULL,NULL,NULL,20000,5,2,26200,NULL,NULL,1,1,26200,1,2,46,994,3,3
2012,501005,4104,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,940,NULL,1,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,503955,4104,1000000,1010207,200,50,2,100,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,272000,8,4,73520,NULL,NULL,1,1,73520,1,3,8,481,25,9
2012,504314,4104,1000000,1010207,NULL,90,2,60,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,7,1,75800,1250,20,1,1,75800,1,2,NULL,NULL,NULL,1
2012,504663,4104,1000000,1010207,NULL,90,2,80,NULL,1,960,1,1,NULL,50,NULL,193000,7,1,77660,NULL,NULL,1,1,77660,1,5,18,1186,22,1
2012,505382,4104,1000000,1010207,NULL,110,2,3,NULL,1,1100,1,1,NULL,NULL,NULL,220000,5,7,81500,NULL,NULL,1,3,81500,1,6,18,1214,27,13
2012,507674,4104,1000000,1010207,NULL,130,2,40,NULL,1,1300,1,1,NULL,260,NULL,250000,7,1,133000,NULL,NULL,1,1,133000,1,4,17,1830,24,1
2012,510170,4104,1000000,1010207,NULL,50,2,40,NULL,1,1000,1,1,NULL,360,NULL,160000,6,1,96600,NULL,NULL,1,1,96600,1,6,19,1530,19,1
2012,514301,4104,1000000,1010207,NULL,120,2,120,NULL,1,1100,1,1,NULL,NULL,NULL,245000,6,4,70200,NULL,NULL,1,1,70200,1,3,24,1409,22,9
2012,518162,4104,1000000,1010207,NULL,170,2,2,NULL,1,1500,1,1,NULL,NULL,NULL,220000,9,NULL,NULL,NULL,NULL,1,4,60000,1,4,34,1703,23,NULL
2012,519908,4104,1000000,1010207,130,130,2,2,NULL,2,910,1,1,NULL,NULL,NULL,145000,10,7,36500,NULL,NULL,1,3,36500,1,4,39,1191,14,13
2012,529830,4104,1000000,1010207,NULL,40,2,50,NULL,2,2000,1,1,NULL,700,NULL,262000,7,NULL,NULL,NULL,NULL,2,6,32400,1,4,101,3073,30,NULL
2012,533444,4104,1000000,1010207,NULL,40,2,50,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,150000,6,NULL,NULL,NULL,NULL,1,6,19000,1,6,21,340,18,NULL
2012,537056,4104,1000000,1010207,NULL,70,2,2,NULL,1,450,1,1,NULL,NULL,NULL,147000,5,NULL,NULL,NULL,NULL,1,4,26704,1,6,27,597,14,NULL
2012,545986,4104,1000000,1010207,NULL,390,2,140,NULL,1,1700,1,1,NULL,NULL,NULL,300000,8,1,170000,NULL,NULL,4,1,170000,1,3,16,2234,26,1
2012,550657,4104,1000000,1010207,NULL,70,2,70,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,350000,4,4,21900,NULL,NULL,1,1,21900,1,7,21,381,32,9
2012,553222,4104,1000000,1010207,NULL,80,2,50,NULL,1,1400,1,1,NULL,480,NULL,330000,6,1,131000,NULL,NULL,1,1,131000,1,3,18,2010,6,1
2012,559058,4104,1000000,1010207,NULL,200,2,30,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,230000,7,2,118200,NULL,NULL,1,1,118200,1,4,4,368,20,3
2012,559921,4104,1000000,1010207,NULL,260,2,2,NULL,1,870,1,1,NULL,NULL,NULL,170000,5,NULL,NULL,NULL,NULL,1,4,32700,1,7,45,1213,17,NULL
2012,563390,4104,1000000,1010207,NULL,50,2,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,2,75000,NULL,NULL,1,1,75000,1,2,NULL,NULL,NULL,3
2012,563976,4104,1000000,1010207,NULL,40,2,70,NULL,1,880,1,1,NULL,340,NULL,114000,5,NULL,NULL,NULL,NULL,1,6,40950,1,4,41,1413,17,NULL
2012,564264,4104,1000000,1010207,NULL,200,2,2,NULL,2,600,2,1,NULL,300,NULL,130000,6,1,53514,NULL,NULL,1,1,53514,1,6,27,1188,16,1
2012,570197,4104,1000000,1010207,NULL,200,2,100,NULL,1,950,1,1,NULL,NULL,NULL,250000,8,5,34000,NULL,NULL,1,2,84000,1,4,18,1254,68,10
2012,573584,4104,1000000,1010207,NULL,80,2,30,NULL,NULL,NULL,NULL,NULL,1400,NULL,NULL,NULL,7,2,40400,1570,47,1,1,40400,1,1,NULL,NULL,NULL,3
2012,575327,4104,1000000,1010207,180,50,2,50,NULL,2,850,1,1,NULL,NULL,NULL,130000,8,NULL,NULL,NULL,NULL,1,4,45000,1,2,30,1130,18,NULL
2012,577740,4104,1000000,1010207,NULL,20,2,50,NULL,NULL,NULL,NULL,NULL,770,NULL,NULL,NULL,5,2,44800,893,24,1,1,44800,1,1,NULL,NULL,NULL,3
2012,579649,4104,1000000,1010207,NULL,80,2,1,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,7,NULL,NULL,680,19,1,5,43800,1,1,NULL,NULL,NULL,NULL
2012,587709,4104,1000000,1010207,NULL,70,2,90,NULL,1,850,1,1,NULL,NULL,NULL,170000,6,7,62000,NULL,NULL,1,3,62000,1,5,21,1085,24,13
2012,588627,4104,1000000,1010207,NULL,80,2,60,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,9,2,23050,1447,75,2,1,23050,1,1,NULL,NULL,NULL,3
2012,596020,4104,1000000,1010207,NULL,200,2,2,NULL,2,1100,1,1,NULL,NULL,NULL,175000,8,1,63000,NULL,NULL,1,1,63000,1,4,26,1383,23,1
2012,599168,4104,1000000,1010207,NULL,140,2,40,NULL,2,1000,2,1,NULL,NULL,NULL,300000,5,1,153600,NULL,NULL,1,1,153600,1,5,12,1497,23,1
2012,607776,4104,1000000,1010207,200,100,2,180,NULL,2,1200,2,1,NULL,NULL,NULL,150000,6,5,66400,NULL,NULL,1,2,66400,1,5,33,1805,22,10
2012,629948,4104,1000000,1010207,NULL,140,2,280,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,225000,7,1,81000,NULL,NULL,1,1,81000,1,4,8,546,23,1
2012,645855,4104,1000000,1010207,NULL,70,2,30,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,7,1,79000,1723,26,1,1,79000,1,1,NULL,NULL,NULL,1
2012,648336,4104,1000000,1010207,NULL,220,2,3,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,6,NULL,NULL,1503,NULL,1,6,0,1,3,NULL,NULL,NULL,NULL
2012,655371,4104,1000000,1010207,NULL,40,2,10,NULL,NULL,NULL,NULL,NULL,520,NULL,NULL,NULL,5,NULL,NULL,573,40,1,6,17000,1,1,NULL,NULL,NULL,NULL
2012,665563,4104,1000000,1010207,NULL,50,2,10,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,200000,5,NULL,NULL,NULL,NULL,1,6,50100,1,7,4,174,21,NULL
2012,666588,4104,1000000,1010207,NULL,70,2,2,NULL,NULL,NULL,NULL,NULL,710,NULL,NULL,NULL,6,7,73000,782,13,1,3,73000,1,2,NULL,NULL,NULL,13
2012,667674,4104,1000000,1010207,NULL,80,2,150,NULL,2,950,1,1,NULL,160,NULL,230000,5,4,36300,NULL,NULL,1,1,36300,1,6,48,1456,22,9
2012,669211,4104,1000000,1010207,NULL,120,2,70,NULL,2,1000,2,1,NULL,NULL,NULL,248000,9,1,97310,NULL,NULL,1,1,97310,1,4,17,1416,23,1
2012,670477,4104,1000000,1010207,NULL,190,2,30,NULL,2,1200,2,1,NULL,380,NULL,160000,7,1,64000,NULL,NULL,1,1,64000,1,6,37,1966,18,1
2012,679697,4104,1000000,1010207,NULL,50,1,70,NULL,NULL,NULL,NULL,NULL,690,NULL,NULL,NULL,5,8,8400,831,101,2,3,8400,1,4,NULL,NULL,NULL,15
2012,680167,4104,1000000,1010207,NULL,70,2,70,NULL,1,1300,1,1,NULL,NULL,NULL,195000,6,2,60000,NULL,NULL,1,1,60000,1,5,29,1448,21,3
2012,684200,4104,1000000,1010207,NULL,120,2,90,NULL,2,590,1,1,NULL,250,NULL,215000,5,1,225650,NULL,NULL,1,1,225650,1,6,6,1202,22,1
2012,685642,4104,1000000,1010207,NULL,220,2,50,NULL,NULL,NULL,NULL,NULL,1600,NULL,NULL,NULL,8,1,120400,1895,19,1,1,120400,1,3,NULL,NULL,NULL,1
2012,695229,4104,1000000,1010207,NULL,50,2,80,NULL,NULL,NULL,NULL,NULL,630,NULL,NULL,NULL,6,1,44620,764,21,1,1,44620,1,1,NULL,NULL,NULL,1
2012,706626,4104,1000000,1010207,NULL,90,1,150,NULL,1,1100,1,1,NULL,340,NULL,190000,6,5,100400,NULL,NULL,1,2,100400,1,3,21,1747,23,10
2012,709418,4104,1000000,1010207,NULL,80,2,110,NULL,2,1000,2,1,NULL,NULL,NULL,150000,5,NULL,NULL,NULL,NULL,1,4,50000,1,7,32,1333,18,NULL
2012,710070,4104,1000000,1010207,160,60,2,20,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,100000,6,NULL,NULL,NULL,NULL,1,6,55900,1,6,9,400,12,NULL
2012,711363,4104,1000000,1010207,NULL,50,2,20,NULL,1,870,1,1,NULL,NULL,NULL,200000,5,3,141110,NULL,NULL,1,1,141110,1,7,9,1008,20,7
2012,711606,4104,1000000,1010207,NULL,290,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,16000,NULL,NULL,4,1,16000,1,3,NULL,NULL,NULL,7
2012,712627,4104,1000000,1010207,NULL,70,2,2,NULL,NULL,NULL,NULL,NULL,710,NULL,NULL,NULL,5,2,32000,840,32,1,1,32000,1,1,NULL,NULL,NULL,3
2012,714515,4104,1000000,1010207,NULL,30,2,20,NULL,1,850,1,1,NULL,NULL,NULL,160000,3,1,28000,NULL,NULL,1,1,28000,1,1,42,975,23,1
2012,715446,4104,1000000,1010207,NULL,500,2,450,NULL,1,1100,1,1,NULL,NULL,NULL,150000,6,NULL,NULL,NULL,NULL,1,6,47240,1,3,54,2108,16,NULL
2012,724661,4104,1000000,1010207,NULL,80,2,100,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,8,1,51000,1430,34,1,1,51000,1,2,NULL,NULL,NULL,1
2012,725033,4104,1000000,1010207,NULL,90,2,70,NULL,2,1500,1,1,NULL,NULL,NULL,285000,8,1,108100,NULL,NULL,1,1,108100,1,1,21,1852,26,2
2012,726354,4104,1000000,1010207,NULL,4,2,110,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,7,4,28100,1421,61,1,1,28100,1,2,NULL,NULL,NULL,9
2012,731275,4104,1000000,1010207,NULL,100,2,100,NULL,1,1400,1,1,NULL,NULL,NULL,190000,8,1,88000,NULL,NULL,1,1,88000,1,4,22,1604,24,1
2012,731398,4104,1000000,1010207,NULL,40,2,90,NULL,1,510,1,1,NULL,NULL,NULL,122000,10,NULL,NULL,NULL,NULL,1,6,29800,1,1,27,680,13,NULL
2012,732468,4104,1000000,1010207,NULL,50,2,100,NULL,1,290,1,1,NULL,NULL,NULL,159000,5,NULL,NULL,NULL,NULL,1,6,29200,1,3,19,454,17,NULL
2012,734766,4104,1000000,1010207,NULL,70,1,20,NULL,1,1000,1,1,NULL,NULL,NULL,225000,7,1,53600,NULL,NULL,1,1,53600,1,5,25,1114,23,1
2012,736108,4104,1000000,1010207,NULL,90,2,20,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,5,NULL,NULL,1122,21,1,4,65000,1,3,NULL,NULL,NULL,NULL
2012,740118,4104,1000000,1010207,NULL,180,2,2,NULL,1,1500,1,1,NULL,NULL,NULL,270000,7,7,48000,NULL,NULL,1,3,48000,1,1,45,1780,24,13
2012,748264,4104,1000000,1010207,NULL,90,2,80,NULL,1,1400,1,1,NULL,150,NULL,260000,7,2,66800,NULL,NULL,2,1,66800,1,5,32,1780,27,3
2012,750993,4104,1000000,1010207,NULL,80,2,30,NULL,NULL,NULL,NULL,NULL,620,NULL,NULL,NULL,5,5,32000,800,25,1,2,38100,1,1,NULL,NULL,NULL,10
2012,752492,4104,1000000,1010207,NULL,170,2,2,NULL,1,1100,1,1,NULL,NULL,NULL,190000,5,2,21300,NULL,NULL,1,1,21300,1,4,76,1353,24,3
2012,755796,4104,1000000,1010207,NULL,80,2,80,NULL,1,1200,1,1,NULL,NULL,NULL,180000,6,3,51000,NULL,NULL,2,1,51000,1,7,34,1435,18,7
2012,756348,4104,1000000,1010207,NULL,40,2,20,NULL,1,900,1,1,NULL,NULL,NULL,200000,6,NULL,NULL,NULL,NULL,1,6,84000,1,2,15,1027,18,NULL
2012,758907,4104,1000000,1010207,NULL,150,1,30,NULL,1,710,1,1,NULL,NULL,NULL,160000,6,1,24000,NULL,NULL,1,1,24000,1,5,52,1032,13,1
2012,761160,4104,1000000,1010207,NULL,100,2,60,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,9,7,79000,1460,22,1,3,79000,1,2,NULL,NULL,NULL,13
2012,764080,4104,1000000,1010207,NULL,90,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,255000,6,3,266000,NULL,NULL,1,1,266000,1,6,2,363,23,7
2012,768378,4104,1000000,1010207,NULL,40,2,40,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,6,7,9100,1218,101,3,3,9100,1,1,NULL,NULL,NULL,13
2012,780093,4104,1000000,1010207,NULL,100,2,30,NULL,1,980,1,1,NULL,NULL,NULL,215000,5,NULL,NULL,NULL,NULL,1,4,30000,1,5,47,1177,19,NULL
2012,780143,4104,1000000,1010207,NULL,200,1,2,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,8,8,19000,1400,88,1,3,19000,1,3,NULL,NULL,NULL,15
2012,782513,4104,1000000,1010207,NULL,70,2,30,NULL,1,1100,1,1,NULL,280,NULL,175000,5,1,127000,NULL,NULL,1,1,127000,1,4,14,1485,65,1
2012,788677,4104,1000000,1010207,NULL,170,2,60,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,7,5,72700,1680,28,1,2,72700,1,3,NULL,NULL,NULL,10
2012,790154,4104,1000000,1010207,NULL,70,2,100,NULL,2,2400,1,1,NULL,NULL,NULL,340000,13,NULL,NULL,NULL,NULL,1,4,32400,1,3,98,2648,34,NULL
2012,793638,4104,1000000,1010207,NULL,50,2,30,NULL,1,970,1,1,NULL,NULL,NULL,168000,9,7,72000,NULL,NULL,1,3,72000,1,3,19,1158,27,13
2012,799049,4104,1000000,1010207,NULL,90,2,140,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,325000,8,2,143500,NULL,NULL,4,1,143500,1,4,5,565,30,3
2012,800053,4104,1000000,1010207,NULL,20,2,30,NULL,NULL,NULL,NULL,NULL,850,NULL,NULL,NULL,7,NULL,NULL,930,26,1,4,43300,1,1,NULL,NULL,NULL,NULL
2012,811851,4104,1000000,1010207,NULL,90,2,2,NULL,NULL,NULL,NULL,NULL,900,NULL,NULL,NULL,10,NULL,NULL,990,30,1,6,39000,1,1,NULL,NULL,NULL,NULL
2012,815722,4104,1000000,1010207,NULL,180,2,2,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,3,NULL,NULL,1763,30,1,5,70600,1,2,NULL,NULL,NULL,NULL
2012,817030,4104,1000000,1010207,NULL,70,2,10,NULL,NULL,NULL,NULL,NULL,870,NULL,NULL,NULL,6,1,33100,950,34,1,1,33100,1,1,NULL,NULL,NULL,2
2012,821294,4104,1000000,1010207,NULL,80,2,70,NULL,1,1000,1,1,NULL,NULL,NULL,160000,6,1,78000,NULL,NULL,1,1,78000,1,4,19,1225,16,1
2012,821793,4104,1000000,1010207,130,80,2,80,NULL,1,990,1,1,NULL,NULL,NULL,195000,11,NULL,NULL,NULL,NULL,1,7,40000,1,3,39,1300,14,NULL
2012,823438,4104,1000000,1010207,NULL,20,2,1,NULL,NULL,NULL,NULL,NULL,610,NULL,NULL,NULL,6,NULL,NULL,630,NULL,1,6,0,1,3,NULL,NULL,NULL,NULL
2012,824708,4104,1000000,1010207,NULL,100,2,60,NULL,1,1200,1,1,NULL,300,NULL,180000,7,5,89000,NULL,NULL,1,2,89000,1,4,23,1735,36,10
2012,826089,4104,1000000,1010207,NULL,100,2,80,NULL,1,1900,1,1,NULL,NULL,NULL,340000,6,1,493000,NULL,NULL,2,1,493000,1,5,5,2188,32,1
2012,828151,4104,1000000,1010207,110,70,2,30,NULL,2,680,1,1,NULL,160,NULL,130000,10,NULL,NULL,NULL,NULL,1,6,40000,1,3,34,1130,24,NULL
2012,832458,4104,1000000,1010207,NULL,50,2,50,NULL,1,1200,1,1,NULL,NULL,NULL,190000,7,1,80000,NULL,NULL,1,1,80000,1,3,20,1303,22,1
2012,832742,4104,1000000,1010207,NULL,150,1,90,NULL,1,2100,1,1,NULL,NULL,NULL,340000,12,5,29300,NULL,NULL,1,2,73100,1,3,40,2432,32,10
2012,834190,4104,1000000,1010207,NULL,40,2,40,NULL,1,1600,1,1,NULL,NULL,NULL,235000,6,NULL,NULL,NULL,NULL,1,6,110000,1,5,19,1730,24,NULL
2012,836890,4104,1000000,1010207,NULL,90,2,30,NULL,1,890,1,1,NULL,NULL,NULL,200000,6,3,78000,NULL,NULL,1,1,78000,1,5,17,1110,25,7
2012,841685,4104,1000000,1010207,NULL,50,2,150,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,200000,5,2,67000,NULL,NULL,4,1,67000,1,6,7,380,22,3
2012,846395,4104,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,220000,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,848179,4104,1000000,1010207,NULL,100,2,3,NULL,NULL,NULL,NULL,NULL,950,NULL,NULL,NULL,5,2,40000,1070,32,1,1,40000,1,2,NULL,NULL,NULL,3
2012,849268,4104,1000000,1010207,NULL,4,2,4,NULL,1,1400,1,1,NULL,360,NULL,200000,6,6,460000,NULL,NULL,1,2,460000,1,3,5,1768,18,12
2012,864240,4104,1000000,1010207,NULL,100,2,50,NULL,1,1100,1,1,NULL,NULL,NULL,190000,6,1,138200,NULL,NULL,1,1,138200,1,3,11,1258,20,1
2012,879847,4104,1000000,1010207,NULL,70,2,20,NULL,2,1800,2,1,NULL,NULL,NULL,300000,8,1,174000,NULL,NULL,1,1,174000,1,3,15,2173,26,1
