YEAR,SERIALNO,PUMA,ADJHSG,ADJINC,CONP,ELEP,FS,GASP,MHP,MRGI,MRGP,MRGT,MRGX,RNTP,SMP,VACS,VALP,YBL,FES,FINCP,GRNTP,GRPIP,HHL,HHT,HINCP,LNGI,MV,OCPIP,SMOCP,TAXP,WORKSTAT
2012,135170,813,1000000,1010207,350,1,2,1,NULL,2,860,1,1,NULL,NULL,NULL,160000,2,1,100000,NULL,NULL,1,1,100000,1,1,15,1235,18,1
2012,135510,813,1000000,1010207,NULL,60,2,2,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,3,NULL,NULL,1090,101,1,5,11600,1,1,NULL,NULL,NULL,NULL
2012,135646,813,1000000,1010207,NULL,70,2,20,NULL,1,1200,1,1,NULL,NULL,NULL,260000,1,1,98000,NULL,NULL,1,1,98000,1,5,16,1296,25,1
2012,136821,813,1000000,1010207,NULL,40,2,20,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,275000,2,NULL,NULL,NULL,NULL,1,4,40400,1,7,10,322,28,NULL
2012,139128,813,1000000,1010207,NULL,200,2,2,NULL,1,690,1,1,NULL,NULL,NULL,220000,2,1,60000,NULL,NULL,2,1,60000,1,5,19,943,24,1
2012,139172,813,1000000,1010207,NULL,100,2,200,NULL,1,1500,1,1,NULL,NULL,NULL,350000,1,1,152000,NULL,NULL,1,1,152000,1,2,14,1810,24,1
2012,140719,813,1000000,1010207,NULL,40,2,2,NULL,1,1100,1,1,NULL,NULL,NULL,137000,2,NULL,NULL,NULL,NULL,1,6,47000,1,4,29,1155,16,NULL
2012,143818,813,1000000,1010207,NULL,60,2,20,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,230000,1,NULL,NULL,NULL,NULL,1,6,21600,1,7,20,367,24,NULL
2012,145557,813,1000000,1010207,NULL,80,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,160000,1,NULL,NULL,NULL,NULL,1,6,52600,1,5,5,232,20,NULL
2012,146081,813,1000000,1010207,NULL,90,2,2,NULL,1,610,1,1,NULL,NULL,NULL,72000,1,NULL,NULL,NULL,NULL,3,4,14530,1,1,60,727,5,NULL
2012,147351,813,1000000,1010207,NULL,130,1,170,NULL,NULL,NULL,NULL,NULL,520,NULL,NULL,NULL,1,3,27400,820,36,1,1,27400,1,3,NULL,NULL,NULL,7
2012,149911,813,1000000,1010207,NULL,110,2,2,NULL,2,1500,2,1,NULL,230,NULL,355000,1,1,121000,NULL,NULL,1,1,121000,1,4,21,2107,29,1
2012,150703,813,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,200000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,157323,813,1000000,1010207,NULL,60,1,2,NULL,NULL,NULL,NULL,NULL,910,NULL,NULL,NULL,1,NULL,NULL,970,53,1,6,21900,1,1,NULL,NULL,NULL,NULL
2012,157335,813,1000000,1010207,NULL,330,2,2,NULL,1,800,1,1,NULL,NULL,NULL,149000,1,NULL,NULL,NULL,NULL,1,6,18000,1,5,77,1155,12,NULL
2012,160495,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,161356,813,1000000,1010207,NULL,30,2,20,NULL,NULL,NULL,NULL,NULL,770,NULL,NULL,NULL,7,NULL,NULL,835,20,1,4,50000,1,1,NULL,NULL,NULL,NULL
2012,163144,813,1000000,1010207,NULL,30,2,70,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,14,1,110000,1100,12,1,1,110000,1,2,NULL,NULL,NULL,1
2012,163576,813,1000000,1010207,NULL,1,2,3,NULL,NULL,NULL,NULL,NULL,740,NULL,NULL,NULL,14,NULL,NULL,740,44,1,4,20000,1,1,NULL,NULL,NULL,NULL
2012,165809,813,1000000,1010207,NULL,90,2,2,NULL,1,600,1,1,NULL,250,NULL,90000,1,8,18900,NULL,NULL,1,3,18900,1,7,61,966,14,15
2012,165870,813,1000000,1010207,NULL,100,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,256000,3,NULL,NULL,NULL,NULL,1,6,17400,1,7,25,356,27,NULL
2012,166012,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,168224,813,1000000,1010207,NULL,50,2,130,NULL,1,1000,1,1,NULL,NULL,NULL,166000,3,NULL,NULL,NULL,NULL,1,6,36900,1,5,40,1223,20,NULL
2012,168519,813,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,1,NULL,NULL,1000,23,4,5,53250,1,3,NULL,NULL,NULL,NULL
2012,181793,813,1000000,1010207,NULL,150,2,2,NULL,1,920,1,1,NULL,420,NULL,275000,1,1,88000,NULL,NULL,1,1,88000,1,4,21,1523,24,1
2012,191574,813,1000000,1010207,NULL,100,2,1,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,7,NULL,NULL,1300,16,1,6,100000,1,2,NULL,NULL,NULL,NULL
2012,192122,813,1000000,1010207,NULL,120,2,2,NULL,1,400,1,1,NULL,NULL,NULL,202000,3,NULL,NULL,NULL,NULL,1,5,97600,1,5,7,575,19,NULL
2012,193106,813,1000000,1010207,NULL,100,1,50,NULL,NULL,NULL,NULL,NULL,130,NULL,NULL,NULL,3,NULL,NULL,280,48,2,4,7060,1,5,NULL,NULL,NULL,NULL
2012,198018,813,1000000,1010207,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,220,NULL,NULL,NULL,5,NULL,NULL,220,16,1,4,16500,1,5,NULL,NULL,NULL,NULL
2012,200727,813,1000000,1010207,NULL,100,2,100,NULL,1,290,1,1,NULL,NULL,NULL,110000,3,NULL,NULL,NULL,NULL,1,4,28800,1,7,24,582,18,NULL
2012,203673,813,1000000,1010207,NULL,1,2,3,NULL,NULL,NULL,NULL,NULL,1500,NULL,NULL,NULL,4,NULL,NULL,1500,51,1,4,35000,1,1,NULL,NULL,NULL,NULL
2012,204617,813,1000000,1010207,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,5,NULL,NULL,1140,101,1,4,9000,1,2,NULL,NULL,NULL,NULL
2012,211110,813,1000000,1010207,NULL,50,2,3,NULL,NULL,NULL,NULL,NULL,1800,NULL,NULL,NULL,1,NULL,NULL,1883,35,1,6,65000,1,1,NULL,NULL,NULL,NULL
2012,211479,813,1000000,1010207,NULL,120,1,3,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,NULL,3,8,0,230,NULL,1,3,0,1,3,NULL,NULL,NULL,15
2012,212719,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,216559,813,1000000,1010207,NULL,120,2,2,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,170000,1,NULL,NULL,NULL,NULL,1,6,16300,1,7,22,301,22,NULL
2012,223909,813,1000000,1010207,NULL,40,2,30,NULL,2,300,2,2,NULL,NULL,NULL,140000,6,4,15100,NULL,NULL,2,1,15100,2,5,41,513,19,9
2012,225573,813,1000000,1010207,NULL,20,2,3,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,8,NULL,NULL,1020,16,1,4,75000,1,4,NULL,NULL,NULL,NULL
2012,231518,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,232986,813,1000000,1010207,NULL,60,2,20,NULL,1,1500,1,1,NULL,NULL,NULL,340000,6,1,117000,NULL,NULL,3,1,117000,1,3,17,1613,27,1
2012,237111,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,239163,813,1000000,1010207,NULL,60,2,3,NULL,NULL,NULL,NULL,NULL,3100,NULL,NULL,NULL,7,2,386000,3160,10,1,1,386000,1,1,NULL,NULL,NULL,3
2012,239770,813,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,242647,813,1000000,1010207,NULL,20,2,30,NULL,2,900,1,1,NULL,NULL,NULL,500000,1,NULL,NULL,NULL,NULL,1,4,10000,1,5,101,1034,22,NULL
2012,243107,813,1000000,1010207,NULL,20,2,3,NULL,NULL,NULL,NULL,NULL,830,NULL,NULL,NULL,2,NULL,NULL,850,66,1,4,15500,1,5,NULL,NULL,NULL,NULL
2012,244067,813,1000000,1010207,NULL,50,2,50,NULL,2,1300,1,1,NULL,250,NULL,270000,1,2,113200,NULL,NULL,1,1,113200,1,5,20,1850,27,3
2012,250216,813,1000000,1010207,NULL,80,2,2,NULL,1,1600,1,1,NULL,NULL,NULL,320000,1,NULL,NULL,NULL,NULL,1,6,113000,1,3,18,1705,26,NULL
2012,260752,813,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,2500,NULL,NULL,NULL,3,NULL,NULL,2500,15,1,7,198000,1,1,NULL,NULL,NULL,NULL
2012,261327,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,268572,813,1000000,1010207,NULL,60,1,3,NULL,NULL,NULL,NULL,NULL,330,NULL,NULL,NULL,14,NULL,NULL,390,69,1,7,6800,1,2,NULL,NULL,NULL,NULL
2012,271106,813,1000000,1010207,280,60,2,3,NULL,2,880,1,1,NULL,NULL,NULL,200000,1,NULL,NULL,NULL,NULL,1,7,46200,1,2,32,1228,27,NULL
2012,271295,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,274693,813,1000000,1010207,NULL,330,1,450,NULL,1,800,1,1,NULL,NULL,NULL,175000,3,2,173800,NULL,NULL,2,1,173800,1,5,12,1680,18,3
2012,280722,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,285002,813,1000000,1010207,NULL,170,2,2,NULL,1,1100,1,1,NULL,400,NULL,385000,1,3,79300,NULL,NULL,1,1,79300,1,6,27,1762,32,7
2012,287630,813,1000000,1010207,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,289864,813,1000000,1010207,NULL,60,1,30,NULL,NULL,NULL,NULL,NULL,850,NULL,NULL,NULL,4,5,14500,940,78,1,2,14500,1,1,NULL,NULL,NULL,10
2012,290582,813,1000000,1010207,NULL,70,2,40,NULL,1,1700,1,1,NULL,250,NULL,415000,1,7,103700,NULL,NULL,1,3,103700,1,5,24,2114,33,13
2012,296636,813,1000000,1010207,NULL,170,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,5,9200,1,4,NULL,NULL,NULL,NULL
2012,303222,813,1000000,1010207,NULL,200,2,200,NULL,1,1500,1,1,NULL,NULL,NULL,250000,1,1,73000,NULL,NULL,1,1,73000,1,5,32,1954,24,1
2012,303392,813,1000000,1010207,310,110,2,90,NULL,2,1000,1,1,NULL,NULL,NULL,1100000,8,NULL,NULL,NULL,NULL,1,4,65000,1,3,29,1545,42,NULL
2012,303718,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,304023,813,1000000,1010207,NULL,50,2,100,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,1,1,107200,1575,18,2,1,107200,1,4,NULL,NULL,NULL,1
2012,305029,813,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,430,NULL,NULL,NULL,6,NULL,NULL,430,13,1,4,40800,1,4,NULL,NULL,NULL,NULL
2012,309973,813,1000000,1010207,NULL,30,2,50,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,200000,1,NULL,NULL,NULL,NULL,1,6,25100,1,3,12,249,23,NULL
2012,316822,813,1000000,1010207,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,200,NULL,NULL,NULL,3,NULL,NULL,200,41,1,6,5800,1,1,NULL,NULL,NULL,NULL
2012,317087,813,1000000,1010207,NULL,30,2,80,NULL,1,850,1,1,NULL,NULL,NULL,240000,3,2,12000,NULL,NULL,1,1,12000,1,3,98,975,24,3
2012,327777,813,1000000,1010207,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,360,NULL,NULL,NULL,5,NULL,NULL,360,55,2,6,7800,1,3,NULL,NULL,NULL,NULL
2012,330865,813,1000000,1010207,NULL,110,2,100,NULL,2,1700,2,1,NULL,70,NULL,315000,1,2,175300,NULL,NULL,1,1,175300,1,4,15,2263,27,3
2012,333089,813,1000000,1010207,NULL,30,2,40,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,225000,1,4,16400,NULL,NULL,3,1,16400,2,6,13,173,23,9
2012,336765,813,1000000,1010207,NULL,50,2,120,NULL,2,510,2,1,NULL,270,NULL,450000,1,NULL,NULL,NULL,NULL,1,6,83210,1,5,18,1266,27,NULL
2012,338340,813,1000000,1010207,NULL,80,2,110,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,375000,4,2,150600,NULL,NULL,1,1,150600,1,6,4,552,37,3
2012,340505,813,1000000,1010207,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,480,NULL,NULL,NULL,4,NULL,NULL,480,30,2,4,18900,2,4,NULL,NULL,NULL,NULL
2012,343320,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,345354,813,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,635000,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,345400,813,1000000,1010207,NULL,1,2,70,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,NULL,2,NULL,NULL,1170,40,1,5,35000,1,1,NULL,NULL,NULL,NULL
2012,345933,813,1000000,1010207,NULL,120,2,2,NULL,NULL,NULL,NULL,NULL,950,NULL,NULL,NULL,3,NULL,NULL,1090,54,1,4,24400,1,3,NULL,NULL,NULL,NULL
2012,349232,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,351462,813,1000000,1010207,NULL,200,2,2,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,NULL,3,1,45000,1083,29,1,1,45000,1,3,NULL,NULL,NULL,1
2012,355899,813,1000000,1010207,NULL,50,2,80,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,8,NULL,NULL,1430,38,1,7,45500,1,1,NULL,NULL,NULL,NULL
2012,356082,813,1000000,1010207,NULL,70,2,2,NULL,NULL,NULL,NULL,NULL,2000,NULL,NULL,NULL,4,NULL,NULL,2090,25,1,5,100000,1,1,NULL,NULL,NULL,NULL
2012,359993,813,1000000,1010207,NULL,50,2,3,NULL,NULL,NULL,NULL,NULL,140,NULL,NULL,NULL,7,NULL,NULL,190,62,1,4,3700,1,5,NULL,NULL,NULL,NULL
2012,360669,813,1000000,1010207,450,50,2,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,150000,4,NULL,NULL,NULL,NULL,1,4,4800,1,6,101,633,27,NULL
2012,361815,813,1000000,1010207,NULL,90,1,2,NULL,NULL,NULL,NULL,NULL,750,NULL,NULL,NULL,1,8,6740,907,101,1,3,6740,1,3,NULL,NULL,NULL,15
2012,364041,813,1000000,1010207,NULL,120,2,2,NULL,NULL,NULL,NULL,NULL,2100,NULL,NULL,NULL,8,NULL,NULL,2220,15,1,7,182000,1,1,NULL,NULL,NULL,NULL
2012,365787,813,1000000,1010207,NULL,30,1,3,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,6,NULL,NULL,43,3,2,4,20000,2,1,NULL,NULL,NULL,NULL
2012,366035,813,1000000,1010207,NULL,150,2,20,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,350000,1,2,146000,NULL,NULL,1,1,146000,1,5,3,371,23,3
2012,366181,813,1000000,1010207,200,30,2,3,NULL,1,850,1,1,NULL,520,NULL,190000,7,NULL,NULL,NULL,NULL,1,4,57600,1,5,33,1600,22,NULL
2012,366221,813,1000000,1010207,NULL,20,2,1,NULL,NULL,NULL,NULL,NULL,650,NULL,NULL,NULL,1,NULL,NULL,670,34,1,6,24000,1,2,NULL,NULL,NULL,NULL
2012,367116,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,374244,813,1000000,1010207,NULL,20,2,1,NULL,NULL,NULL,NULL,NULL,550,NULL,NULL,NULL,3,NULL,NULL,570,25,1,4,27750,1,3,NULL,NULL,NULL,NULL
2012,376334,813,1000000,1010207,NULL,60,1,1,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,1,NULL,NULL,660,64,1,6,12300,1,1,NULL,NULL,NULL,NULL
2012,379214,813,1000000,1010207,NULL,100,2,50,NULL,1,1500,1,1,NULL,NULL,NULL,400000,14,NULL,NULL,NULL,NULL,1,4,75000,1,1,26,1653,27,NULL
2012,379486,813,1000000,1010207,810,110,2,1,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,535000,8,1,495200,NULL,NULL,1,1,495200,1,4,3,1210,37,1
2012,380507,813,1000000,1010207,NULL,100,2,70,NULL,1,1400,1,1,NULL,NULL,NULL,263000,8,2,61080,NULL,NULL,1,1,61080,1,4,32,1615,19,3
2012,383689,813,1000000,1010207,NULL,30,2,2,NULL,NULL,NULL,NULL,NULL,530,NULL,NULL,NULL,6,NULL,NULL,560,84,1,4,8000,1,1,NULL,NULL,NULL,NULL
2012,383745,813,1000000,1010207,NULL,40,1,2,NULL,NULL,NULL,NULL,NULL,730,NULL,NULL,NULL,6,7,35500,770,26,1,3,35500,1,1,NULL,NULL,NULL,13
2012,387234,813,1000000,1010207,NULL,200,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,4,580,1,7,NULL,NULL,NULL,NULL
2012,391868,813,1000000,1010207,NULL,60,2,1,NULL,NULL,NULL,NULL,NULL,1200,NULL,NULL,NULL,6,1,35600,1260,42,1,1,35600,1,3,NULL,NULL,NULL,1
2012,394420,813,1000000,1010207,NULL,100,1,1,NULL,NULL,NULL,NULL,NULL,720,NULL,NULL,NULL,6,7,2200,820,101,1,3,2200,1,3,NULL,NULL,NULL,13
2012,397611,813,1000000,1010207,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,540,NULL,NULL,NULL,8,8,9600,593,74,2,3,9600,1,2,NULL,NULL,NULL,15
2012,399831,813,1000000,1010207,NULL,50,2,20,NULL,1,970,1,1,NULL,NULL,NULL,240000,2,NULL,NULL,NULL,NULL,1,4,57001,1,3,22,1043,25,NULL
2012,405600,813,1000000,1010207,NULL,30,2,3,NULL,NULL,NULL,NULL,NULL,900,NULL,NULL,NULL,1,NULL,NULL,930,15,2,7,75000,2,1,NULL,NULL,NULL,NULL
2012,408089,813,1000000,1010207,NULL,30,2,40,NULL,1,1200,1,1,NULL,NULL,NULL,230000,1,NULL,NULL,NULL,NULL,1,7,125000,1,2,12,1273,24,NULL
2012,408977,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,414384,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,415500,813,1000000,1010207,NULL,50,2,30,NULL,NULL,NULL,NULL,NULL,890,NULL,NULL,NULL,1,1,30000,970,39,2,1,30000,1,1,NULL,NULL,NULL,1
2012,417320,813,1000000,1010207,NULL,50,2,30,NULL,1,2000,1,1,NULL,NULL,NULL,650000,12,NULL,NULL,NULL,NULL,1,4,90000,1,3,28,2113,47,NULL
2012,419653,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,420971,813,1000000,1010207,NULL,50,2,3,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,5,NULL,NULL,1350,52,1,6,30900,1,5,NULL,NULL,NULL,NULL
2012,424159,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,431729,813,1000000,1010207,NULL,120,2,2,NULL,1,980,1,1,NULL,NULL,NULL,800000,1,5,67200,NULL,NULL,1,2,67200,1,5,21,1150,27,10
2012,435918,813,1000000,1010207,NULL,330,2,2,NULL,NULL,NULL,NULL,NULL,310,NULL,NULL,NULL,5,NULL,NULL,640,60,1,6,12700,1,6,NULL,NULL,NULL,NULL
2012,441156,813,1000000,1010207,NULL,50,2,50,NULL,1,1100,1,1,NULL,NULL,NULL,220000,1,NULL,NULL,NULL,NULL,1,4,50900,1,6,29,1239,29,NULL
2012,442437,813,1000000,1010207,NULL,130,2,2,NULL,1,1200,1,1,NULL,NULL,NULL,280000,1,NULL,NULL,NULL,NULL,1,5,140000,1,5,12,1363,26,NULL
2012,445641,813,1000000,1010207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,950,NULL,1,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,447227,813,1000000,1010207,NULL,30,2,1,NULL,NULL,NULL,NULL,NULL,440,NULL,NULL,NULL,3,NULL,NULL,470,15,1,4,38000,1,1,NULL,NULL,NULL,NULL
2012,449348,813,1000000,1010207,NULL,170,2,2,NULL,1,800,1,1,NULL,200,NULL,275000,8,1,140000,NULL,NULL,1,1,140000,1,4,10,1180,16,1
2012,456101,813,1000000,1010207,NULL,190,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,2,6,5400,1,4,NULL,NULL,NULL,NULL
2012,457003,813,1000000,1010207,NULL,200,2,2,NULL,1,1300,1,1,NULL,NULL,NULL,325000,3,2,88000,NULL,NULL,2,1,88000,1,6,21,1525,26,3
2012,459084,813,1000000,1010207,NULL,60,2,1,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,1,NULL,NULL,1360,18,1,6,92000,1,1,NULL,NULL,NULL,NULL
2012,462117,813,1000000,1010207,NULL,50,2,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,6,9680,1,7,NULL,NULL,NULL,NULL
2012,464640,813,1000000,1010207,NULL,60,2,3,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,1,1,85000,1360,19,1,1,85000,1,3,NULL,NULL,NULL,1
2012,466776,813,1000000,1010207,NULL,120,2,2,NULL,2,2400,1,1,NULL,NULL,NULL,390000,1,1,202110,NULL,NULL,1,1,202110,1,3,15,2575,36,1
2012,468324,813,1000000,1010207,NULL,110,2,3,NULL,NULL,NULL,NULL,NULL,700,NULL,NULL,NULL,1,NULL,NULL,810,51,1,4,19200,1,3,NULL,NULL,NULL,NULL
2012,470757,813,1000000,1010207,NULL,40,2,1,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,6,NULL,NULL,1040,17,1,4,75000,1,3,NULL,NULL,NULL,NULL
2012,472335,813,1000000,1010207,NULL,20,2,1,NULL,NULL,NULL,NULL,NULL,800,NULL,NULL,NULL,3,NULL,NULL,820,31,1,6,32000,1,1,NULL,NULL,NULL,NULL
2012,481792,813,1000000,1010207,NULL,70,1,3,NULL,NULL,NULL,NULL,NULL,400,NULL,NULL,NULL,2,NULL,NULL,470,68,2,6,8300,2,3,NULL,NULL,NULL,NULL
2012,482480,813,1000000,1010207,NULL,40,2,3,NULL,NULL,NULL,NULL,NULL,1600,NULL,NULL,NULL,6,NULL,NULL,1640,38,1,6,52000,1,6,NULL,NULL,NULL,NULL
2012,485771,813,1000000,1010207,NULL,300,1,1,NULL,NULL,NULL,NULL,NULL,160,NULL,NULL,NULL,3,NULL,NULL,460,66,1,6,8400,1,2,NULL,NULL,NULL,NULL
2012,487435,813,1000000,1010207,NULL,20,2,80,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,70000,1,NULL,NULL,NULL,NULL,1,4,8400,1,7,24,169,11,NULL
2012,491219,813,1000000,1010207,NULL,70,2,130,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,360000,1,3,121600,NULL,NULL,1,1,121600,1,6,4,425,23,7
2012,491774,813,1000000,1010207,NULL,100,2,30,NULL,1,2100,1,1,NULL,NULL,NULL,600000,12,NULL,NULL,NULL,NULL,1,5,83200,1,3,33,2274,30,NULL
2012,491952,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,493172,813,1000000,1010207,NULL,110,2,50,NULL,1,1100,1,1,NULL,100,NULL,190000,2,1,45400,NULL,NULL,1,1,45400,1,5,37,1408,22,1
2012,494381,813,1000000,1010207,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
2012,495410,813,1000000,1010207,NULL,230,1,40,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,NULL,4,1,57900,1303,27,1,1,57900,1,3,NULL,NULL,NULL,1
2012,497825,813,1000000,1010207,NULL,1,2,3,NULL,NULL,NULL,NULL,NULL,650,NULL,NULL,NULL,1,7,39200,650,20,1,3,39200,1,1,NULL,NULL,NULL,13
